YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,AGE,LAST_FLAG,PLACE,COUNTRY
2012,7507320,AK Ship Management & Services (Private) Limited,Bulk Carrier,,,1976,36,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,9002764,Ship Finance International Limited,Bulk Carrier,,23473,1992,20,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,8128652,Companhia de Navegacao Norsul S.A.,Bulk Carrier,,,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8218562,Shanghai CP International Ship Management & Broker Company Limited,Other,,7777,1983,29,China,"Chittagong, Bangladesh",Bangladesh
2012,8013546,Five Stars Global Shipping (Group) Company,Bulk Carrier,,10952,1982,30,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8308719,Centrans Ocean Shipping Logistics Group,Container Ship,,,1985,27,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8715651,Hebei Ocean Shipping Company Limited (HOSCO),Bulk Carrier,,38720,1990,22,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8807789,Hebei Ocean Shipping Company Limited (HOSCO),Bulk Carrier,,17198,1989,23,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8420062,Hebei Ocean Shipping Company Limited (HOSCO),Bulk Carrier,,25658,1987,25,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,7827718,Hebei Ocean Shipping Company Limited (HOSCO),Other,,4957,1981,31,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8910110,Hebei Ocean Shipping Company Limited (HOSCO),Bulk Carrier,,20624,1991,21,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,7915620,Hebei Ocean Shipping Company Limited (HOSCO),Bulk Carrier,,23852,1987,25,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,9034640,Hebei Ocean Shipping Company Limited (HOSCO),Tanker,,41402,1993,19,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,9081150,Tianjin Zhongtong Marine Shipping Company Limited,Bulk Carrier,,,1995,17,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,7915656,ATL Shipping Limited,Bulk Carrier,,,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7925364,China Ocean Shipping (Group) Company (COSCO),Bulk Carrier,,13966,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8214695,Dragon Carriers,Bulk Carrier,,12944,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8128092,Dragon Wealth Shipping Limited,Bulk Carrier,,9239,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8103834,Dragon Wealth Shipping Limited,Bulk Carrier,,7382,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7914080,Fitway Ship Management Limited,Bulk Carrier,,5044,1980,32,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7903017,Fuzhou Minlun Shipping Co Lt,Bulk Carrier,,,1979,33,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8105272,Harmony Growing Ship Management Company Limited,Bulk Carrier,,7720,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8217520,Hengfa Shipping Incorporated,Bulk Carrier,,8360,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8224652,Hengyuan Shipmanagement International,Bulk Carrier,,24515,1987,25,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8010893,Jian Mao International Shipping Company,Bulk Carrier,,11725,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7929255,Nanjing Hua Hai Shipping Company Limited,Bulk Carrier,,11217,1981,31,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8028876,Nanjing Ocean Shipping Company Limited,Bulk Carrier,,9168,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8103468,Nanjing Ocean Shipping Company Limited,Bulk Carrier,,,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8319938,New Shanghai Shipping Company Limited,Bulk Carrier,,,1986,26,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8906999,Oriental Ocean Shipping Holding Private Limited,Bulk Carrier,,,1993,19,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8719126,Sea Star Ships Management Company Limited,Bulk Carrier,,24289,1989,23,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8906860,Sea Star Ships Management Company Limited,Bulk Carrier,,23269,1991,21,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7715977,Wei Fong Shipping Company Limited,Bulk Carrier,,3764,1978,34,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8109242,Jiangsu Huaxi Group Corporation,Bulk Carrier,,,1983,29,Sierra Leone,"Chittagong, Bangladesh",Bangladesh
2012,8312174,ATL Shipping Limited,Bulk Carrier,,9210,1984,28,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8617419,Mindong Congmao Shipping Industrial Company Limited,Bulk Carrier,,19274,1990,22,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8005898,Nanjing Ocean Shipping Company Limited,Bulk Carrier,,7691,1981,31,St Vincent & Grenadines,"Chittagong, Bangladesh",Bangladesh
2012,7711581,SMT Shipmanagement & Transport Limited,Other,,12253,1980,32,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,9031466,Container Leasing A/S,Container Ship,,6930,1992,20,Malta,"Chittagong, Bangladesh",Bangladesh
2012,8202654,Thien & Heyenga Bereederungs- und Befrachtungs GmbH,Reefer,,8945,1983,29,Antigua & Barbuda,"Chittagong, Bangladesh",Bangladesh
2012,9064853,Conti Holding GmbH & Company KG,Container Ship,,12998,1994,18,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,9031052,Rickmers Reederei GmbH & Cie KG,Container Ship,,8228,1992,20,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8416138,Johann M.K. Blumenthal GmbH & Company KG Reederei,Bulk Carrier,,23800,1986,26,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8808587,Conti Holding GmbH & Company KG,Container Ship,,,1989,23,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,9064877,Norddeutsche Vermogen Holding GmbH & Company,Container Ship,,13128,1994,18,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8309177,Alcyon Shipping Company Limited,Bulk Carrier,,32761,1985,27,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,8420139,Chartworld Shipping Corporation,Bulk Carrier,,2300,1986,26,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,8101953,Callitsis Ship Management S.A.,Bulk Carrier,,7990,1983,29,Cyprus,"Chittagong, Bangladesh",Bangladesh
2012,7618454,Hellenic Star Shipping Company S.A.,Bulk Carrier,,10942,1986,26,Cyprus,"Chittagong, Bangladesh",Bangladesh
2012,8701064,Oceanmaris Management Incorporated,Other,,7528,1987,25,Cyprus,"Chittagong, Bangladesh",Bangladesh
2012,8126408,Perosea Shipping Company S.A.,Bulk Carrier,,9422,1985,27,Cyprus,"Chittagong, Bangladesh",Bangladesh
2012,8114728,Spianada Shipmanagement Company,Bulk Carrier,,,1984,28,Cyprus,"Chittagong, Bangladesh",Bangladesh
2012,8600569,Polembros Shipping Limited,Bulk Carrier,,18080,1987,25,Dominica,"Chittagong, Bangladesh",Bangladesh
2012,8316297,Ranger Marine S.A.,Bulk Carrier,,7324,1984,28,Greece,"Chittagong, Bangladesh",Bangladesh
2012,8004181,Z. & G. Halcoussis Company Limited,Bulk Carrier,,6384,1981,31,Greece,"Chittagong, Bangladesh",Bangladesh
2012,9071686,A. Ships Management Incorporated,Bulk Carrier,,13755,1993,19,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8806527,Centrofin Management Incorporated,Tanker,,18311,1990,22,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8322533,Coronis Shipping Company Limited,Bulk Carrier,,11525,1987,25,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8309359,DND Management Incorporated,Bulk Carrier,,8026,1984,28,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,9031272,GrandUnion Incorporated,Bulk Carrier,,27230,1993,19,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8301682,Lavinia Corporation Limited,Reefer,,3802,1983,29,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8408703,Polembros Shipping Limited,Bulk Carrier,,23579,1986,26,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8502896,Tsakos Shipping and Trading S.A.,Container Ship,,13128,1986,26,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8208347,Worldwide Green Tankers Limited,Tanker,,13676,1984,28,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8309878,A.B. Maritime Incorporated,Bulk Carrier,,9261,1985,27,Malta,"Chittagong, Bangladesh",Bangladesh
2012,8315102,Blossom Maritime Corporation,Bulk Carrier,,7630,1985,27,Malta,"Chittagong, Bangladesh",Bangladesh
2012,8517578,Delta International Shipping Company S.A.,Bulk Carrier,,10614,1987,25,Malta,"Chittagong, Bangladesh",Bangladesh
2012,9053775,Dragnis Group,Bulk Carrier,,13420,1992,20,Malta,"Chittagong, Bangladesh",Bangladesh
2012,8922383,Dragnis Group,Bulk Carrier,,13720,1990,22,Malta,"Chittagong, Bangladesh",Bangladesh
2012,8221959,Kristen Marine S.A.,Bulk Carrier,,7244,1983,29,Malta,"Chittagong, Bangladesh",Bangladesh
2012,9000522,Alison Management Corporation,Tanker,,20179,1991,21,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,9000560,Alison Management Corporation,Tanker,,20514,1991,21,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,9000508,Alison Management Corporation,Tanker,,20187,1991,21,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,8907917,Antares Shipmanagement S.A.,Bulk Carrier,,17353,1991,21,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,8419257,Iason Hellenic Shipping Company Limited,Bulk Carrier,,9907,1985,27,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,8102000,Quantum Shipping Limited,Bulk Carrier,,12500,1984,28,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,8312045,Sitinas Shipping Company S.A.,Bulk Carrier,,9094,1984,28,Marshall Islands,"Chittagong, Bangladesh",Bangladesh
2012,8307222,Andrico Maritime Company S.A.,Bulk Carrier,,7922,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7622778,Atlantic Bulk Carriers Management Limited,Bulk Carrier,,7512,1978,34,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9043768,Dragnis Group,Container Ship,,17720,1993,19,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8406418,European Navigation Incorporated,Bulk Carrier,,26048,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8307595,Excel Maritime Carriers Limited,Bulk Carrier,,7468,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8029521,Fairport Shipping Limited,Bulk Carrier,,5216,1981,31,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8202513,Kouros Maritime Enterprises Incorporated,Bulk Carrier,,8020,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8807478,Lavinia Corporation Limited,Reefer,,3230,1988,24,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8026139,Pendulum Shipmanagement Incorporated,Bulk Carrier,,7415,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7626504,The Frangos-Moundreas Group,Bulk Carrier,,5653,1979,33,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9002233,Trustoil Tankers S.A.,Bulk Carrier,,15379,1992,20,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8606329,Tsakos Shipping and Trading S.A.,Bulk Carrier,,23019,1987,25,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9000182,Everlast Shipping S.A.,Bulk Carrier,,22520,1993,19,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8111958,GrandUnion Incorporated,Bulk Carrier,,,1988,24,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8103236,Dianik Bross Shipping Corporation S.A.,Bulk Carrier,,9667,1982,30,St Vincent & Grenadines,"Chittagong, Bangladesh",Bangladesh
2012,8406896,Polembros Shipping Limited,Bulk Carrier,,22083,1986,26,St Vincent & Grenadines,"Chittagong, Bangladesh",Bangladesh
2012,8221674,Hong Xiang Shipping Holding (Hong Kong) Company Limited,Bulk Carrier,,,1984,28,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8208206,Univan Ship Management Limited,Bulk Carrier,,6203,1984,28,Hong Kong,"Chittagong, Bangladesh",Bangladesh
2012,8024911,Auspicious Shipping Limited,Bulk Carrier,,,1981,31,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8112055,Ever Glory Maritime Company Limited,Bulk Carrier,,10132,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8107555,Fujian Marine Company Limited,Bulk Carrier,,7933,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8723610,Haistar Maritime Company Limited,Bulk Carrier,,13350,1988,24,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7526601,Jinhui Shipping & Transportation Limited,Bulk Carrier,,17082,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8000472,Weilan Navigation Group Company Limited,Bulk Carrier,,12074,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8002767,Hua Yang International Marine,Bulk Carrier,,,1981,31,Sierra Leone,"Chittagong, Bangladesh",Bangladesh
2012,8321058,The Shipping Corporation of India Limited,Bulk Carrier,,,1986,26,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8828915,Eastern Bulk Company Limited,Other,,,1985,27,India,"Chittagong, Bangladesh",Bangladesh
2012,8223531,Gati Limited,Other,,,1983,29,India,"Chittagong, Bangladesh",Bangladesh
2012,9071715,Goodearth Maritime Limited,Bulk Carrier,,13420,1994,18,India,"Chittagong, Bangladesh",Bangladesh
2012,8130667,PFS Shipping (India) Limited,Bulk Carrier,,,1983,29,India,"Chittagong, Bangladesh",Bangladesh
2012,9065900,Rarefield Shipping Private Limited,Other,,4255,1994,18,India,"Chittagong, Bangladesh",Bangladesh
2012,9080170,Rarefield Shipping Private Limited,Other,,,1995,17,India,"Chittagong, Bangladesh",Bangladesh
2012,8118401,Seven Islands Shipping Limited,Tanker,,10118,1984,28,India,"Chittagong, Bangladesh",Bangladesh
2012,8409783,The Shipping Corporation of India Limited,Bulk Carrier,,10275,1987,25,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8005094,Bina Surya Group,Bulk Carrier,,10963,1982,30,Indonesia,"Chittagong, Bangladesh",Bangladesh
2012,8108901,P.T. Cakra Bahana,Tanker,,,1982,30,Indonesia,"Chittagong, Bangladesh",Bangladesh
2012,8022640,P.T. Pelayaran Tempuran Emas Tbk.,Other,,2371,1982,30,Indonesia,"Chittagong, Bangladesh",Bangladesh
2012,7349845,P.T. Pelayaran Tempuran Emas Tbk.,Container Ship,,,1974,38,Indonesia,"Chittagong, Bangladesh",Bangladesh
2012,7613985,P.T. Samudera Sukses Makmur,Bulk Carrier,,7926,1977,35,Indonesia,"Chittagong, Bangladesh",Bangladesh
2012,9018696,P.T. Berlian Laju Tanker Tbk.,Tanker,,10830,1995,17,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,9117234,P.T. Berlian Laju Tanker Tbk.,Tanker,,10830,1996,16,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8209755,BM Shipping Group S.p.A.,Other,,5940,1983,29,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,7618284,BM Shipping Group S.p.A.,Bulk Carrier,,7933,1978,34,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8412534,BM Shipping Group S.p.A.,Other,,5489,1986,26,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7810935,Siba S.p.A.,Other,,21588,1981,31,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8312019,Vittorio Bogazzi & Figli S.p.A.,Bulk Carrier,,8105,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8204016,Vittorio Bogazzi & Figli S.p.A.,Bulk Carrier,,9535,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7617735,Stradeblu S.r.l.,Ro-Ro/Vehicle Carrier,,6331,1977,35,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8512841,Hellas Marine Services Sendirian Berhad,Bulk Carrier,,,1987,25,Malaysia,"Chittagong, Bangladesh",Bangladesh
2012,7628291,Hellas Marine Services Sendirian Berhad,Other,,7410,1987,25,Malaysia,"Chittagong, Bangladesh",Bangladesh
2012,7383293,Government of Mexico,Tanker,,,1976,36,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8011421,Gestion Maritime S.A.M.,Bulk Carrier,,11099,1983,29,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,9043471,Sammy Ofer Group Monaco,Bulk Carrier,,16035,1993,19,Bermuda,"Chittagong, Bangladesh",Bangladesh
2012,8906690,Sammy Ofer Group Monaco,Bulk Carrier,,,1990,22,Bermuda,"Chittagong, Bangladesh",Bangladesh
2012,8806498,Sammy Ofer Group Monaco,Bulk Carrier,,15071,1990,22,Bermuda,"Chittagong, Bangladesh",Bangladesh
2012,8719229,V  Ships Group Limited,Tanker,,18668,1993,19,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,9045467,Sammy Ofer Group Monaco,Tanker,,46142,1994,18,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,8918825,Sammy Ofer Group Monaco,Container Ship,,16604,1991,21,UK,"Chittagong, Bangladesh",Bangladesh
2012,8322014,Royal Boskalis Westminster N.V.,Tanker,,17269,1985,27,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8213665,Seatrade Holding B.V.,Reefer,,7808,1984,28,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8500472,Prosafe AS,Tanker,,32309,1987,25,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,9047415,Tomini Ship Management Private Limited,Tanker,,18238,1994,18,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9051856,Terra Marine Ship Management (Private) Limited,Tanker,,,1994,18,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8509442,Petrolera Transoceanica S.A. (PETRANSO),Tanker,,,1987,25,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8008589,Petrolera Transoceanica S.A. (PETRANSO),Tanker,,,1986,26,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8302533,Petrolera Transoceanica S.A. (PETRANSO),Tanker,,,1987,25,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8705591,Fortuna Tanker Limited,Tanker,,9115,1992,20,Cambodia,"Chittagong, Bangladesh",Bangladesh
2012,8111752,AO Sovfracht,Other,,,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8422709,Reftransflot Joint Stock Company,Reefer,,,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8406688,Far-Eastern Shipping Company (FESCO),Ro-Ro/Vehicle Carrier,,,1985,27,Russia,"Chittagong, Bangladesh",Bangladesh
2012,8131908,Far-Eastern Shipping Company (FESCO),Bulk Carrier,,8088,1981,31,Russia,"Chittagong, Bangladesh",Bangladesh
2012,8406690,Far-Eastern Shipping Company (FESCO),Ro-Ro/Vehicle Carrier,,,1985,27,Russia,"Chittagong, Bangladesh",Bangladesh
2012,8131910,Far-Eastern Shipping Company (FESCO),Bulk Carrier,,,1981,31,Russia,"Chittagong, Bangladesh",Bangladesh
2012,8021517,DD Shipping Limited S.A.,Bulk Carrier,,7765,1982,30,St Vincent & Grenadines,"Chittagong, Bangladesh",Bangladesh
2012,8323915,International Marine United Holding Private Limited,Bulk Carrier,,7455,1985,27,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,7632852,M.M. Shipping (Singapore) Private Limited,Other,,6330,1977,35,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8619065,Tomorrowind Private Limited,Container Ship,,9510,1987,25,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,8619053,Tomorrowind Private Limited,Container Ship,,,1987,25,Liberia,"Chittagong, Bangladesh",Bangladesh
2012,7932599,International Marine United Holding Private Limited,Bulk Carrier,,,1981,31,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8322923,KS Maritime Private Limited,Bulk Carrier,,9332,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8109046,KS Maritime Private Limited,Bulk Carrier,,8180,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8216772,KS Maritime Private Limited,Bulk Carrier,,8741,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8315231,KS Maritime Private Limited,Bulk Carrier,,8083,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8029428,KS Maritime Private Limited,Bulk Carrier,,8109,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8321060,KS Maritime Private Limited,Bulk Carrier,,,1986,26,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8202276,Nobpac Shipping Private Limited,Other,,5440,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8903260,Pacific King Shipping Holding Private Limited,Bulk Carrier,,17794,1990,22,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9035230,RGL Shipping Private Limited,Bulk Carrier,,18580,1992,20,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7916222,Seatime Shipping Private Limited,Bulk Carrier,,8198,1980,32,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8711136,Hin Leong Marine International (Private) Limited,Tanker,,,1989,23,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,9041095,Tanker Pacific Management (Singapore) Private Limited,Tanker,,40990,1993,19,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,8809919,Hin Leong Marine International (Private) Limited,Tanker,,,1991,21,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8906987,Hin Leong Marine International (Private) Limited,Tanker,,,1992,20,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8103456,Dusung Shipping Company Limited,Bulk Carrier,,9759,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8319691,Dusung Shipping Company Limited,Bulk Carrier,,8071,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8113504,Dusung Shipping Company Limited,Bulk Carrier,,11889,1984,28,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7915943,EUKOR Car Carriers Incorporated,Ro-Ro/Vehicle Carrier,,,1979,33,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8316546,Jinyang Shipping Company Limited,Bulk Carrier,,8985,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8208153,Jinyang Shipping Company Limited,Bulk Carrier,,,1983,29,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9047439,Samsun Global Corporation,Bulk Carrier,,28439,1997,15,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8312150,Samsun Global Corporation,Bulk Carrier,,11028,1986,26,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8307428,Shippingbank Company Limited,Bulk Carrier,,7778,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7423940,Soosung Corporation Limited,Bulk Carrier,,12270,1977,35,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8323446,STX Pan Ocean Company Limited,Bulk Carrier,,6966,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,9035424,Dong-A Tanker Corporation Limited,Bulk Carrier,,,1993,19,South Korea,"Chittagong, Bangladesh",Bangladesh
2012,8308094,STX Pan Ocean Company Limited,Bulk Carrier,,,1984,28,South Korea,"Chittagong, Bangladesh",Bangladesh
2012,9041186,Hanjoo Maritime Company Limited,Tanker,,14783,1992,20,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8519019,Hyundai Merchant Marine Company Limited,Bulk Carrier,,21742,1987,25,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8806785,Doris Maritime Services S.A.,Container Ship,,14465,1991,21,Comoros,"Chittagong, Bangladesh",Bangladesh
2012,8511287,Mediterranean Shipping Company (MSC) SA,Container Ship,,15137,1986,26,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8128755,Taiwan Navigation Company Limited,Bulk Carrier,,7923,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8103200,Wisdom Marine Lines S.A.,Bulk Carrier,,5944,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7608370,CTS Marine Company Limited,Other,,,1976,36,Sierra Leone,"Chittagong, Bangladesh",Bangladesh
2012,8103597,Ama Marine Company Limited,Tanker,,1365,1981,31,Thailand,"Chittagong, Bangladesh",Bangladesh
2012,7326702,CTS Marine Company Limited,Other,,2457,1973,39,Thailand,"Chittagong, Bangladesh",Bangladesh
2012,7381348,Phulsawat Navy Company Limited,Other,,,1974,38,Thailand,"Chittagong, Bangladesh",Bangladesh
2012,7404504,Phulsawat Navy Company Limited,Other,,2427,1974,38,Thailand,"Chittagong, Bangladesh",Bangladesh
2012,8218756,Ayanoglu Denizcilik ve Ticaret A.S.,Other,,3010,1982,30,Panama,"Chittagong, Bangladesh",Bangladesh
2012,7921605,Sahil International Trading LLC,Bulk Carrier,,,1980,32,Mongolia,"Chittagong, Bangladesh",Bangladesh
2012,7822378,Ocean Marine Shipping LLC,Bulk Carrier,,7779,1980,32,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8613293,Tristar Transport LLC,Tanker,,10200,1987,25,St Kitts-Nevis,"Chittagong, Bangladesh",Bangladesh
2012,8918112,Sea Management Ltd,Other,,7175,1993,19,Belize,"Chittagong, Bangladesh",Bangladesh
2012,8120868,M Shipping Limited,Other,,,1982,30,Moldova,"Chittagong, Bangladesh",Bangladesh
2012,6815158,Discovery Cruise Line,Passenger/Cruise Ship,,6566,1968,44,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,8110318,Independence Maritime Agency Incorporated,Bulk Carrier,,,1984,28,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,9006875,PetroMed Corporation,Other,,17087,1993,19,Bahamas,"Chittagong, Bangladesh",Bangladesh
2012,8412223,Bahamas Line S.A.,Bulk Carrier,,6508,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8314847,TBS International Plc,Other,,5714,1985,27,Panama,"Chittagong, Bangladesh",Bangladesh
2012,8312784,TBS International Plc,Bulk Carrier,,,1985,27,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8109008,TBS International Plc,Bulk Carrier,,8134,1983,29,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8123030,TBS International Plc,Bulk Carrier,,7755,1982,30,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8213835,TBS International Plc,Other,,7362,1983,29,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8306931,TBS International Plc,Other,,4145,1985,27,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8314835,TBS International Plc,Other,,7203,1985,27,Philippines,"Chittagong, Bangladesh",Bangladesh
2012,8901743,SeaChange Maritime LLC,Container Ship,,7076,1989,23,Singapore,"Chittagong, Bangladesh",Bangladesh
2012,9041382,Icon Capital Corporation,Tanker,,,1994,18,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8300200,Sealift Incorporated,Ro-Ro/Vehicle Carrier,,,1984,28,Tuvalu,"Chittagong, Bangladesh",Bangladesh
2012,8109175,Tuan Huy Shipping Company Limited,Bulk Carrier,,13500,1984,28,Kiribati,"Chittagong, Bangladesh",Bangladesh
