YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,AGE,LAST_FLAG,PLACE,COUNTRY
2012,7705635,International Bulk Carrier S.p.A.,Bulk Carrier,,20586,1978,34,Cambodia,"Alang, India",India
2012,7305502,Bluescope Steel Limited,Ro-Ro/Vehicle Carrier,,,1973,39,Australia,"Alang, India",India
2012,9000948,Teekay Corporation,Tanker,,17081,1991,21,Bahamas,"Alang, India",India
2012,6607525,Abdulla Ahmed Nass,Offshore/Supply Vessel,,,1966,46,Bahrain,"Alang, India",India
2012,8401353,Silvia Shipmanagement Limited,Bulk Carrier,,,1985,27,Panama,"Alang, India",India
2012,8613011,Trireme Vessel Management N.V.,Reefer,,6805,1989,23,Bahamas,"Alang, India",India
2012,7387017,Maritec N.V.,Tanker,,2677,1975,37,Equatorial Guinea,"Alang, India",India
2012,9036507,B+H Ocean Carriers Limited,Bulk Carrier,,,1993,19,St Kitts-Nevis,"Alang, India",India
2012,9007269,Transroll Navegacao S.A.,Ro-Ro/Vehicle Carrier,,,1992,20,Brazil,"Alang, India",India
2012,8501799,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN,Tanker,,,1989,23,Tanzania,"Alang, India",India
2012,8006256,Government of Bulgaria,Bulk Carrier,,7636,1980,32,Bulgaria,"Alang, India",India
2012,8120375,Government of Bulgaria,Bulk Carrier,,7836,1982,30,Bulgaria,"Alang, India",India
2012,8912479,Government of Bulgaria,Container Ship,,6635,1989,23,Bulgaria,"Alang, India",India
2012,8915861,Government of Bulgaria,Other,,4528,1990,22,Bulgaria,"Alang, India",India
2012,8222599,Cosmos Shipping AD,Bulk Carrier,,7755,1984,28,Malta,"Alang, India",India
2012,9038933,Siem Industries Incorporated,Reefer,,5288,1994,18,Comoros,"Alang, India",India
2012,8814304,Siem Industries Incorporated,Reefer,,,1992,20,Liberia,"Alang, India",India
2012,8307870,Empresa Maritima S.A.,Bulk Carrier,,7292,1985,27,Panama,"Alang, India",India
2012,6615106,Government of Chile,Tanker,,,1967,45,Sierra Leone,"Alang, India",India
2012,8811704,Nanjing Ocean Shipping Company Limited,Ro-Ro/Vehicle Carrier,,9210,1990,22,China,"Alang, India",India
2012,8124917,Centrans Ocean Shipping Logistics Group,Container Ship,,14544,1983,29,Hong Kong,"Alang, India",India
2012,8401767,China Ocean Shipping (Group) Company (COSCO),Bulk Carrier,,7989,1984,28,Hong Kong,"Alang, India",India
2012,8913942,Hong Kong Qinfa Shipping Limited,Bulk Carrier,,12157,1990,22,Hong Kong,"Alang, India",India
2012,8323472,View Marine Limited,Bulk Carrier,,,1987,25,Marshall Islands,"Alang, India",India
2012,8314457,ATL Shipping Limited,Bulk Carrier,,10328,1985,27,Panama,"Alang, India",India
2012,8706624,China Ocean Shipping (Group) Company (COSCO),Bulk Carrier,,13990,1988,24,Panama,"Alang, India",India
2012,7932616,Evergood Shipping Limited,Bulk Carrier,,,1981,31,Panama,"Alang, India",India
2012,8322856,Hengfa Shipping Incorporated,Other,,,1984,28,Panama,"Alang, India",India
2012,8400440,Hong Kong Qinfa Shipping Limited,Bulk Carrier,,12553,1984,28,Panama,"Alang, India",India
2012,8209121,Hongyuan Marine Company Limited,Other,,7976,1983,29,Panama,"Alang, India",India
2012,8209638,Hubei Qintai Shipping Company Limited,Other,,8055,1983,29,Panama,"Alang, India",India
2012,8028864,Jinrun Shipping Company Limited,Bulk Carrier,,9180,1983,29,Panama,"Alang, India",India
2012,7908902,Nanjing Hua Hai Shipping Company Limited,Bulk Carrier,,11596,1981,31,Panama,"Alang, India",India
2012,8802430,Oriental Ocean Shipping Holding Private Limited,Bulk Carrier,,24308,1989,23,Panama,"Alang, India",India
2012,8407668,China Ocean Shipping (Group) Company (COSCO),Bulk Carrier,,,1986,26,Sierra Leone,"Alang, India",India
2012,8007987,CSC Nanjing Tanker Corporation,Tanker,,,1982,30,Singapore,"Alang, India",India
2012,8130253,Hongyuan Marine Company Limited,Other,,,1985,27,St Vincent & Grenadines,"Alang, India",India
2012,8421963,Nanjing Ocean Shipping Company Limited,Other,,7560,1986,26,St Vincent & Grenadines,"Alang, India",India
2012,7918268,Fujian Xinan Shipping Company Limited,Bulk Carrier,,11480,1981,31,Tuvalu,"Alang, India",India
2012,8308068,Losinjska Plovidba Brodarstvo d.o.o.,Bulk Carrier,,8029,1986,26,Malta,"Alang, India",India
2012,8318855,Losinjska Plovidba Brodarstvo d.o.o.,Other,,9359,1983,29,St Vincent & Grenadines,"Alang, India",India
2012,7380760,SMT Shipmanagement & Transport Limited,Other,,10627,1975,37,Bahamas,"Alang, India",India
2012,7715965,SMT Shipmanagement & Transport Limited,Other,,14275,1979,33,Bahamas,"Alang, India",India
2012,8009466,Cyprus Maritime Company Limited,Container Ship,,8815,1981,31,Cyprus,"Alang, India",India
2012,7524201,Lemissoler Shipmanagement Company Limited,Other,,,1977,35,Cyprus,"Alang, India",India
2012,7612656,Lemissoler Shipmanagement Company Limited,Other,,6318,1977,35,Cyprus,"Alang, India",India
2012,8421975,Oceanmaris Management Incorporated,Other,,7628,1987,25,Cyprus,"Alang, India",India
2012,7725702,Sadent Shipping Limited,Bulk Carrier,,5150,1979,33,Dominica,"Alang, India",India
2012,8917754,Lemissoler Shipmanagement Company Limited,Bulk Carrier,,20528,1992,20,Liberia,"Alang, India",India
2012,7433062,SP Shipmanagement Limited,Bulk Carrier,,7296,1981,31,Malta,"Alang, India",India
2012,8217025,Lemissoler Shipmanagement Company Limited,Container Ship,,14342,1984,28,Marshall Islands,"Alang, India",India
2012,8204523,Lemissoler Shipmanagement Company Limited,Container Ship,,14180,1984,28,Marshall Islands,"Alang, India",India
2012,9137909,Interorient Navigation Company Limited,Container Ship,,11950,1997,15,St Kitts-Nevis,"Alang, India",India
2012,5312824,Louis plc,Passenger/Cruise Ship,,16007,1958,54,St Kitts-Nevis,"Alang, India",India
2012,9004205,Dania Marine ApS,Container Ship,,4950,1992,20,Malta,"Alang, India",India
2012,7716660,Dannebrog Rederi AS,Ro-Ro/Vehicle Carrier,,14120,1979,33,Panama,"Alang, India",India
2012,9014729,Dansk Investeringsfond (DIFKO),Bulk Carrier,,14650,1992,20,St Kitts-Nevis,"Alang, India",India
2012,8316302,Red Sea Navigation Company,Bulk Carrier,,6243,1984,28,Panama,"Alang, India",India
2012,9082790,Rickmers Reederei GmbH & Cie KG,Container Ship,,7400,1995,17,Antigua & Barbuda,"Alang, India",India
2012,8908179,Conti Holding GmbH & Company KG,Container Ship,,6710,1990,22,Comoros,"Alang, India",India
2012,9113630,Conti Holding GmbH & Company KG,Container Ship,,14850,1996,16,Germany,"Alang, India",India
2012,9070967,Leonhardt & Blumberg Group,Container Ship,,13542,1994,18,Germany,"Alang, India",India
2012,9053244,Conti Holding GmbH & Company KG,Container Ship,,6940,1993,19,Liberia,"Alang, India",India
2012,8808599,Conti Holding GmbH & Company KG,Container Ship,,7125,1989,23,Liberia,"Alang, India",India
2012,9112894,Dr. Peters GmbH & Company KG,Container Ship,,8220,1995,17,Liberia,"Alang, India",India
2012,9134696,Dr. Peters GmbH & Company KG,Container Ship,,5822,1997,15,Liberia,"Alang, India",India
2012,9015527,F. Laeisz Schiffahrtsges.mbH & Company,Container Ship,,,1992,20,Liberia,"Alang, India",India
2012,9008548,F. Laeisz Schiffahrtsges.mbH & Company,Container Ship,,12297,1992,20,Liberia,"Alang, India",India
2012,9080534,Hermann Buss GmbH & Cie KG,Container Ship,,7352,1994,18,Liberia,"Alang, India",India
2012,9070656,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Container Ship,,8574,1994,18,Liberia,"Alang, India",India
2012,9122215,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Container Ship,,11850,1996,16,Liberia,"Alang, India",India
2012,9085338,Neu Seeschiffahrt GmbH,Bulk Carrier,,16477,1995,17,Liberia,"Alang, India",India
2012,8513807,Norddeutsche Vermogen Holding GmbH & Company,Container Ship,,6837,1986,26,Liberia,"Alang, India",India
2012,9134567,NSC Holding GmbH & Cie KG,Container Ship,,8040,1998,14,Liberia,"Alang, India",India
2012,8203696,Seereederei Baco-Liner GmbH,Container Ship,,9104,1984,28,Liberia,"Alang, India",India
2012,7701641,MACS Maritime Carrier Shipping GmbH & Company KG,Other,,8965,1978,34,Marshall Islands,"Alang, India",India
2012,9057161,Reederei Nord GmbH,Container Ship,,,1994,18,Marshall Islands,"Alang, India",India
2012,8201791,John T. Essberger GmbH & Company,Bulk Carrier,,4594,1983,29,Panama,"Alang, India",India
2012,9005417,Dr. Peters GmbH & Company KG,Container Ship,,13496,1993,19,Sierra Leone,"Alang, India",India
2012,9062972,Norddeutsche Vermogen Holding GmbH & Company,Container Ship,,,1995,17,Sierra Leone,"Alang, India",India
2012,9158977,F.A. Vinnen & Company GmbH & Company KG,Container Ship,,10265,1997,15,St Kitts-Nevis,"Alang, India",India
2012,8204626,Hapag-Lloyd Aktiengesellschaft,Container Ship,,13365,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8208270,Hapag-Lloyd Aktiengesellschaft,Container Ship,,15534,1984,28,St Kitts-Nevis,"Alang, India",India
2012,8208268,Hapag-Lloyd Aktiengesellschaft,Container Ship,,8489,1984,28,St Kitts-Nevis,"Alang, India",India
2012,8103406,Hapag-Lloyd Aktiengesellschaft,Container Ship,,13820,1982,30,St Kitts-Nevis,"Alang, India",India
2012,9123104,Hermann Buss GmbH & Cie KG,Container Ship,,7376,1996,16,St Kitts-Nevis,"Alang, India",India
2012,9080522,Hermann Buss GmbH & Cie KG,Container Ship,,7170,1994,18,St Kitts-Nevis,"Alang, India",India
2012,9141132,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Container Ship,,7329,1997,15,St Kitts-Nevis,"Alang, India",India
2012,9082386,Norddeutsche Vermogen Holding GmbH & Company,Container Ship,,7135,1994,18,St Kitts-Nevis,"Alang, India",India
2012,8918992,Reederei Claus-Peter Offen (GmbH & Company KG),Container Ship,,8515,1991,21,St Kitts-Nevis,"Alang, India",India
2012,9104897,Reederei Karl Schluter GmbH & Company KG,Container Ship,,14435,1995,17,St Kitts-Nevis,"Alang, India",India
2012,8901858,Reederei Karl Schluter GmbH & Company KG,Container Ship,,8596,1990,22,St Kitts-Nevis,"Alang, India",India
2012,9070761,Reederei Karl Schluter GmbH & Company KG,Container Ship,,7734,1994,18,St Kitts-Nevis,"Alang, India",India
2012,9081734,XSM Cross Ship Management GmbH,Container Ship,,7015,1994,18,St Kitts-Nevis,"Alang, India",India
2012,9070008,XSM Cross Ship Management GmbH,Container Ship,,7015,1994,18,St Kitts-Nevis,"Alang, India",India
2012,9123116,Hermann Buss GmbH & Cie KG,Container Ship,,7393,1996,16,Tuvalu,"Alang, India",India
2012,9046215,Reederei Claus-Peter Offen (GmbH & Company KG),Container Ship,,6911,1993,19,Tuvalu,"Alang, India",India
2012,8713603,Chartworld Shipping Corporation,Reefer,,5702,1990,22,Bahamas,"Alang, India",India
2012,8103286,Blue Shipmanagement Corporation,Bulk Carrier,,7604,1982,30,Cyprus,"Alang, India",India
2012,8009454,Cyprus Maritime Company Limited,Other,,8815,1981,31,Cyprus,"Alang, India",India
2012,8100961,Cyprus Maritime Company Limited,Bulk Carrier,,12367,1983,29,Cyprus,"Alang, India",India
2012,8204420,Cyprus Maritime Company Limited,Bulk Carrier,,10982,1983,29,Cyprus,"Alang, India",India
2012,8109137,Cyprus Maritime Company Limited,Bulk Carrier,,12197,1983,29,Cyprus,"Alang, India",India
2012,8023967,Cyprus Maritime Company Limited,Bulk Carrier,,12299,1982,30,Cyprus,"Alang, India",India
2012,8308109,Danaos Corporation,Container Ship,,14466,1984,28,Cyprus,"Alang, India",India
2012,8314809,Kristen Marine S.A.,Bulk Carrier,,6385,1984,28,Cyprus,"Alang, India",India
2012,8309725,Marmaras Navigation Limited,Bulk Carrier,,6897,1985,27,Cyprus,"Alang, India",India
2012,8202111,Tsakos Shipping and Trading S.A.,Container Ship,,13891,1983,29,Cyprus,"Alang, India",India
2012,9053127,Chandris Group,Tanker,,16248,1995,17,Egypt,"Alang, India",India
2012,7410826,Regal Agencies Corporation,Other,,6800,1980,32,Gibraltar,"Alang, India",India
2012,8314794,Albamar Shipping Company S.A.,Bulk Carrier,,6400,1984,28,Greece,"Alang, India",India
2012,8300145,Costamare Incorporated,Container Ship,,19220,1984,28,Greece,"Alang, India",India
2012,7383451,Melody Shipping Company,Ro-Ro/Vehicle Carrier,,4551,1975,37,Greece,"Alang, India",India
2012,8204418,The Veniamis Group,Bulk Carrier,,10928,1983,29,Greece,"Alang, India",India
2012,8806034,The Veniamis Group,Bulk Carrier,,11500,1989,23,Greece,"Alang, India",India
2012,8618413,Costamare Incorporated,Container Ship,,8306,1991,21,Hong Kong,"Alang, India",India
2012,8409757,Naftomar Shipping & Trading Company Limited,Bulk Carrier,,10253,1987,25,India,"Alang, India",India
2012,8421212,Cosmoship Management S.A.,Container Ship,,4710,1986,26,Liberia,"Alang, India",India
2012,8302155,Cosmoship Management S.A.,Container Ship,,13190,1989,23,Liberia,"Alang, India",India
2012,8511184,Dragnis Group,Container Ship,,15000,1986,26,Liberia,"Alang, India",India
2012,8208921,Konstantakopoulos Group,Container Ship,,8550,1983,29,Liberia,"Alang, India",India
2012,7433206,Larus S.A.,Other,,4735,1988,24,Liberia,"Alang, India",India
2012,8130942,Lavinia Corporation Limited,Reefer,,5220,1982,30,Liberia,"Alang, India",India
2012,8312033,Lavinia Corporation Limited,Reefer,,4992,1983,29,Liberia,"Alang, India",India
2012,8316077,Lavinia Corporation Limited,Reefer,,5248,1984,28,Liberia,"Alang, India",India
2012,8023656,Polembros Shipping Limited,Bulk Carrier,,13943,1984,28,Liberia,"Alang, India",India
2012,8125961,Rainbow Shipmanagement S.A.,Bulk Carrier,,10983,1985,27,Liberia,"Alang, India",India
2012,8118815,Skoukla Incorporated,Bulk Carrier,,7742,1984,28,Liberia,"Alang, India",India
2012,8502884,Tsakos Shipping and Trading S.A.,Container Ship,,14148,1986,26,Liberia,"Alang, India",India
2012,8309880,A.B. Maritime Incorporated,Bulk Carrier,,9262,1985,27,Malta,"Alang, India",India
2012,8103183,Ark Shipping S.A.,Bulk Carrier,,5945,1982,30,Malta,"Alang, India",India
2012,8729640,Dragnis Group,Bulk Carrier,,13752,1989,23,Malta,"Alang, India",India
2012,9045390,Dragnis Group,Bulk Carrier,,13736,1991,21,Malta,"Alang, India",India
2012,8223579,Leros Management S.A.,Bulk Carrier,,7760,1985,27,Malta,"Alang, India",India
2012,8323202,Leros Management S.A.,Bulk Carrier,,7148,1984,28,Malta,"Alang, India",India
2012,8818178,Technomar Shipping Incorporated,Container Ship,,17259,1993,19,Malta,"Alang, India",India
2012,8914257,Star Bulk Carriers Corporation,Bulk Carrier,,19158,1991,21,Marshall Islands,"Alang, India",India
2012,8307210,Transbulk Management Incorporated,Bulk Carrier,,7898,1984,28,Marshall Islands,"Alang, India",India
2012,8714217,Transman Shipping Enterprises S.A.,Container Ship,,13970,1988,24,Marshall Islands,"Alang, India",India
2012,8306967,Baru Delta Maritime Incorporated,Bulk Carrier,,7994,1984,28,Panama,"Alang, India",India
2012,8222214,Benelux Overseas Incorporated,Tanker,,3700,1983,29,Panama,"Alang, India",India
2012,8024272,Chian Spirit Maritime Enterprises Incorporated,Bulk Carrier,,11850,1983,29,Panama,"Alang, India",India
2012,8415677,Cosmoship Management S.A.,Container Ship,,5610,1985,27,Panama,"Alang, India",India
2012,8712099,Economou Group of Companies,Bulk Carrier,,22162,1988,24,Panama,"Alang, India",India
2012,8901389,Euroseas Limited,Container Ship,,8817,1990,22,Panama,"Alang, India",India
2012,9129811,Evette Shipmanagement Limited,Container Ship,,7395,1996,16,Panama,"Alang, India",India
2012,8103535,Iolcos Hellenic Maritime Enterprises Company Limited,Bulk Carrier,,12814,1982,30,Panama,"Alang, India",India
2012,8129917,Istos Maritime Incorporated,Bulk Carrier,,,1982,30,Panama,"Alang, India",India
2012,9037238,Multibulk Marine Management S.A.,Container Ship,,5643,1995,17,Panama,"Alang, India",India
2012,8412132,Naftilos Shipmanagement S.A.,Bulk Carrier,,8152,1986,26,Panama,"Alang, India",India
2012,8203402,Pendulum Shipmanagement Incorporated,Bulk Carrier,,9042,1986,26,Panama,"Alang, India",India
2012,8109929,Pitiousa Shipping S.A.,Bulk Carrier,,5734,1982,30,Panama,"Alang, India",India
2012,8512839,Polembros Shipping Limited,Bulk Carrier,,22954,1986,26,Panama,"Alang, India",India
2012,8213598,Roswell Navigation Corporation,Reefer,,5506,1984,28,Panama,"Alang, India",India
2012,8314469,Strand Management S.A.,Bulk Carrier,,10265,1985,27,Panama,"Alang, India",India
2012,8023979,The Frangos-Moundreas Group,Bulk Carrier,,12200,1982,30,Panama,"Alang, India",India
2012,8313350,Trader Maritime Limited,Bulk Carrier,,10262,1987,25,Panama,"Alang, India",India
2012,8312136,Transbulk Management Incorporated,Bulk Carrier,,6396,1984,28,Panama,"Alang, India",India
2012,8502872,Tsakos Shipping and Trading S.A.,Container Ship,,14173,1986,26,Panama,"Alang, India",India
2012,7530418,Unifleet Management S.A.,Bulk Carrier,,5826,1977,35,Panama,"Alang, India",India
2012,8701533,Victoria Oceanway Limited,Bulk Carrier,,8384,1991,21,Panama,"Alang, India",India
2012,8323123,Voras Navigation SA,Bulk Carrier,,6865,1984,28,Panama,"Alang, India",India
2012,7433634,Worldwide Ocean Chartering S.A.,Bulk Carrier,,9106,1981,31,Panama,"Alang, India",India
2012,8102270,Oceanfleet Shipping Limited,Bulk Carrier,,9921,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8420610,Prime Marine Management Incorporated,Tanker,,14995,1987,25,St Kitts-Nevis,"Alang, India",India
2012,8117146,Albamar Shipping Company S.A.,Bulk Carrier,,8249,1983,29,St Vincent & Grenadines,"Alang, India",India
2012,8115320,Albamar Shipping Company S.A.,Other,,5663,1983,29,St Vincent & Grenadines,"Alang, India",India
2012,9111228,Balthellas Chartering S.A.,Other,,5060,1994,18,St Vincent & Grenadines,"Alang, India",India
2012,8029260,Pikey Navigation S.A.,Bulk Carrier,,7684,1983,29,St Vincent & Grenadines,"Alang, India",India
2012,7718163,D.N. Efthymiou,Other,,,1979,33,Tanzania,"Alang, India",India
2012,9056715,Wing Tak Shipping Agency Limited,Bulk Carrier,,19160,1993,19,Hong Kong,"Alang, India",India
2012,9063469,Wing Tak Shipping Agency Limited,Bulk Carrier,,18595,1994,18,Hong Kong,"Alang, India",India
2012,8815463,Wing Tak Shipping Agency Limited,Bulk Carrier,,18112,1990,22,Hong Kong,"Alang, India",India
2012,8025795,Topway Shipping Limited,Bulk Carrier,,,1983,29,Panama,"Alang, India",India
2012,8104151,Topway Shipping Limited,Bulk Carrier,,12162,1984,28,Panama,"Alang, India",India
2012,9138965,Wing Tak Shipping Agency Limited,Bulk Carrier,,20334,1997,15,Panama,"Alang, India",India
2012,8028072,Sinokor Company Limited,Bulk Carrier,,11912,1983,29,St Kitts-Nevis,"Alang, India",India
2012,7928067,Kind Faith Industry Development Company Limited,Bulk Carrier,,,1981,31,Tuvalu,"Alang, India",India
2012,8413930,Apeejay Shipping Limited,Bulk Carrier,,11180,1985,27,Comoros,"Alang, India",India
2012,8518584,Jindal Waterways Limited,Ro-Ro/Vehicle Carrier,,,1986,26,India,"Alang, India",India
2012,8509715,Jindal Waterways Limited,Other,,,1987,25,India,"Alang, India",India
2012,8109149,M  Pallonji & Company Private Limited,Bulk Carrier,,12709,1983,29,India,"Alang, India",India
2012,7637383,Mak Lines,Other,,,1978,34,India,"Alang, India",India
2012,8321084,The Shipping Corporation of India Limited,Bulk Carrier,,10080,1986,26,India,"Alang, India",India
2012,8414520,Prayati Shipping Private Limited,Bulk Carrier,,28822,1986,26,Sierra Leone,"Alang, India",India
2012,8318829,Ashapura Group of Industries,Bulk Carrier,,,1984,28,St Kitts-Nevis,"Alang, India",India
2012,6513994,Pelmar Shipping & Engineering Private Limited,Passenger/Cruise Ship,,,1967,45,St Kitts-Nevis,"Alang, India",India
2012,8130289,Quadrant Maritime Private Limited,Bulk Carrier,,7952,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8107581,Islamic Republic of Iran Shipping Lines (IRISL,Bulk Carrier,,8953,1983,29,Comoros,"Alang, India",India
2012,8105284,Sapid Shipping Company,Bulk Carrier,,7815,1983,29,Comoros,"Alang, India",India
2012,7620550,Sapid Shipping Company,Bulk Carrier,,,1978,34,Comoros,"Alang, India",India
2012,8309658,Sapid Shipping Company,Bulk Carrier,,,1985,27,Sierra Leone,"Alang, India",India
2012,8707434,Israel Corporation Limited,Container Ship,,,1988,24,Liberia,"Alang, India",India
2012,7825435,Ray Shipping Limited,Other,,11852,1980,32,Liberia,"Alang, India",India
2012,7900053,Ignazio Messina & C. S.p.A.,Ro-Ro/Vehicle Carrier,,15405,1981,31,Comoros,"Alang, India",India
2012,8122165,Cafiero Mattioli Group (CA.FI.MA.),Bulk Carrier,,14425,1982,30,Italy,"Alang, India",India
2012,7900077,Ignazio Messina & C. S.p.A.,Ro-Ro/Vehicle Carrier,,15405,1981,31,Italy,"Alang, India",India
2012,9032965,Polaris Srl,Other,,4565,1992,20,Malta,"Alang, India",India
2012,8220072,Vittorio Bogazzi & Figli S.p.A.,Other,,12041,1984,28,Malta,"Alang, India",India
2012,8017009,BM Shipping Group S.p.A.,Other,,8405,1981,31,Panama,"Alang, India",India
2012,8010685,Vittorio Bogazzi & Figli S.p.A.,Other,,11200,1982,30,Panama,"Alang, India",India
2012,8010697,Vittorio Bogazzi & Figli S.p.A.,Other,,11120,1983,29,Panama,"Alang, India",India
2012,7915967,Vittorio Bogazzi & Figli S.p.A.,Bulk Carrier,,9027,1981,31,Panama,"Alang, India",India
2012,7813183,Vittorio Bogazzi & Figli S.p.A.,Bulk Carrier,,8301,1978,34,Panama,"Alang, India",India
2012,8521218,Grimaldi Group Napoli,Ro-Ro/Vehicle Carrier,,15552,1989,23,St Kitts-Nevis,"Alang, India",India
2012,8302296,Ignazio Messina & C. S.p.A.,Ro-Ro/Vehicle Carrier,,7309,1988,24,St Kitts-Nevis,"Alang, India",India
2012,8828642,Ignazio Messina & C. S.p.A.,Ro-Ro/Vehicle Carrier,,8869,1989,23,St Kitts-Nevis,"Alang, India",India
2012,7389194,Stradeblu S.r.l.,Ro-Ro/Vehicle Carrier,,5182,1979,33,St Kitts-Nevis,"Alang, India",India
2012,7819943,Vittorio Bogazzi & Figli S.p.A.,Other,,8806,1981,31,St Vincent & Grenadines,"Alang, India",India
2012,8517372,Mitsui O.S.K. Lines Limited (MOL),Other,,13134,1987,25,Liberia,"Alang, India",India
2012,9078153,Mitsui O.S.K. Lines Limited (MOL),Other,,9817,1994,18,Netherlands,"Alang, India",India
2012,8808226,Kawasaki Kisen Kaisha Limited ('K' Line),Container Ship,,17540,1988,24,Panama,"Alang, India",India
2012,9088574,Meiji Shipping Company Limited,Other,,9320,1994,18,Panama,"Alang, India",India
2012,9106168,Mitsui O.S.K. Lines Limited (MOL),Tanker,,40378,1995,17,Panama,"Alang, India",India
2012,8611972,Mitsui O.S.K. Lines Limited (MOL),Other,,8950,1987,25,Panama,"Alang, India",India
2012,9012240,Mitsui O.S.K. Lines Limited (MOL),Tanker,,,1992,20,Panama,"Alang, India",India
2012,8914049,Mitsui O.S.K. Lines Limited (MOL),Other,,9022,1991,21,Panama,"Alang, India",India
2012,9118836,Shoei Kisen Kaisha Limited,Container Ship,,,1995,17,Panama,"Alang, India",India
2012,8417572,Shoei Kisen Kaisha Limited,Other,,12203,1985,27,Panama,"Alang, India",India
2012,9159141,Tostec Limited,Container Ship,,,1997,15,St Kitts-Nevis,"Alang, India",India
2012,8710376,Nippon Yusen Kaisha (NYK),Reefer,,,1988,24,Vanuatu,"Alang, India",India
2012,5309906,Ocean Mist Kenya Limited,Passenger/Cruise Ship,,4143,1956,56,Cambodia,"Alang, India",India
2012,7627247,Galfar Engineering,Bulk Carrier,,7459,1977,35,Comoros,"Alang, India",India
2012,8117304,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12861,1983,29,Comoros,"Alang, India",India
2012,6705303,Livestock Transport & Trading Company (K.S.C.),Other,,,1967,45,Kuwait,"Alang, India",India
2012,8117251,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,,1983,29,Qatar,"Alang, India",India
2012,8117299,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12861,1983,29,Qatar,"Alang, India",India
2012,8117237,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12861,1983,29,Saudi Arabia,"Alang, India",India
2012,8117287,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,13212,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8117263,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12888,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8117275,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8117249,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12858,1983,29,Tuvalu,"Alang, India",India
2012,8117225,United Arab Shipping Company (S.A.G.) (UASC),Container Ship,,12899,1982,30,UAE,"Alang, India",India
2012,7375870,Sia Firma Baltkraft,Reefer,,3535,1975,37,St Vincent & Grenadines,"Alang, India",India
2012,8210388,GMZ Ship Management Company S.A.,Bulk Carrier,,,1982,30,Panama,"Alang, India",India
2012,8513792,Ademar Shipping Lines,Container Ship,,,1986,26,Togo,"Alang, India",India
2012,7722712,GMZ Ship Management Company S.A.,Bulk Carrier,,4507,1978,34,Togo,"Alang, India",India
2012,8005549,Ocean Enterprises S.A.,Bulk Carrier,,,1981,31,Togo,"Alang, India",India
2012,8618853,Limarko Shipping Company AB,Reefer,,4161,1988,24,Lithuania,"Alang, India",India
2012,8100698,Hubline Berhad,Container Ship,,,1981,31,Malaysia,"Alang, India",India
2012,8130071,Hubline Berhad,Container Ship,,,1992,20,Malaysia,"Alang, India",India
2012,9111618,MISC Berhad,Container Ship,,,1995,17,Malaysia,"Alang, India",India
2012,8714011,Fully Shipping Limited,Bulk Carrier,,16463,1988,24,Panama,"Alang, India",India
2012,9006863,V Ships Group Limited,Bulk Carrier,,,1992,20,Bahamas,"Alang, India",India
2012,8300602,V Ships Group Limited,Tanker,,,1984,28,Bahamas,"Alang, India",India
2012,8920232,Sammy Ofer Group Monaco,Tanker,,,1992,20,Liberia,"Alang, India",India
2012,9039676,V Ships Group Limited,Tanker,,14164,1993,19,Liberia,"Alang, India",India
2012,9002245,Sammy Ofer Group Monaco,Tanker,,,1992,20,Singapore,"Alang, India",India
2012,8613803,V Ships Group Limited,Tanker,,19797,1990,22,Tuvalu,"Alang, India",India
2012,9017032,Sammy Ofer Group Monaco,Container Ship,,15837,1992,20,UK,"Alang, India",India
2012,9162629,Compagnie Maritime Maroco-Norvegienne (COMARIT),Container Ship,,9890,2000,12,Togo,"Alang, India",India
2012,8220383,Seatrade Holding B.V.,Reefer,,8371,1984,28,Liberia,"Alang, India",India
2012,7917214,Royal Boskalis Westminster N.V.,Dredger,,,1980,32,Tuvalu,"Alang, India",India
2012,7812048,Genesis Worldwide Shipping & Trading Company Limited,Tanker,,4524,1980,32,Equatorial Guinea,"Alang, India",India
2012,7930060,Government of the Democratic People's Republic of Korea,Bulk Carrier,,6227,1980,32,North Korea,"Alang, India",India
2012,7433268,"Government of the Democratic People's Republic of Korea,",Other,,,1982,30,North Korea,"Alang, India",India
2012,7720881,Government of the Democratic People's Republic of Korea,Container Ship,,,1979,33,North Korea,"Alang, India",India
2012,7431210,Salhus Shipping AS,Tanker,,9318,1977,35,Bahamas,"Alang, India",India
