VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DESTINATION,Unnamed: 13,Unnamed: 14
The Responder,8304919,Maintainance,1190,1983,Panama,Dulam International Limited ,United Arab Emirates,Dulam International Limited ,Oryx International Incorporated ,Bahamas,2016-09-21 00:00:00,Alang,India,2016-10-04 00:00:00
Rakan 1 ,7389716,Combined Chemical And Oil Tanker,1735,1976,Panama,Ishraq Jassim Mohammed Al Zubaidi  ,United Arab Emirates,Ishraq Jassim Mohammed Al Zubaidi  ,Ishraq Jassim Mohammed Al Zubaidi  ,United Arab Emirates,2016-09-02 00:00:00,Alang,India,2016-09-09 00:00:00
Orna ,8312162,Bulk Carrier,17065,1984,Panama,Kassab Inter Shipping LLC  ,United Arab Emirates,Swedish Management Company S.A.  ,Sirago Shipmanagement S.A.  ,Panama,2016-03-02 00:00:00,Gadani,Pakistan,2016-03-05 00:00:00
Petra,8412986,Vehicle Carrier,44356,1985,Panama,Sallaum Lines DMCC  ,United Arab Emirates,Sallaum Lines DMCC  ,Sallaum Lines S.A.  ,Panama,2016-02-25 00:00:00,Chittagong,Bangladesh,2016-04-17 00:00:00
Navis King,7344962,Tug/Supply,1022,1974,Panama,Selat Marine Services Company Limited ,United Arab Emirates,Selat Marine Services Company Limited ,Navisoil Enterprises Limited ,Cyprus,2016-01-26 00:00:00,Alang,India,2016-02-06 00:00:00
Faisal,9002154,Crude Oil Tanker,52511,1990,Saudi Arabia,Al Marwah International Company  ,United Arab Emirates,Al Marwah International Company  ,Al Marwah International Company  ,United Arab Emirates,2016-04-28 00:00:00,Gadani,Pakistan,2016-05-18 00:00:00
Nevis Pearl,8624400,Roll On Roll Off,13514,1987,St. Kitts-Nevis,Industrial Tools International FZCO ,United Arab Emirates,Industrial Tools International FZCO ,Industrial Tools International FZCO ,United Arab Emirates,2016-11-02 00:00:00,Alang,India,2016-11-13 00:00:00
Carolina,9134141,Fully Cellular Containership,6362,1996,St. Kitts-Nevis,Ocean Shell Shipping L.L.C. ,United Arab Emirates,Ocean Shell Shipping L.L.C. ,Ocean Gulf Company Limited ,United Arab Emirates,2016-01-15 00:00:00,Alang,India,2016-02-03 00:00:00
Nouria,9101065,Bulk Carrier,31660,1995,St. Kitts-Nevis,Saqr Logisitics ,United Arab Emirates,Saqr Logisitics ,Al Safarini Quarries LLC ,United Arab Emirates,2016-12-06 00:00:00,Gadani,Pakistan,2016-12-11 00:00:00
Marc,9070034,Fully Cellular Containership,16282,1994,St. Vincent & Grenadines,Interworld Shipping Agency LLC ,United Arab Emirates,Interworld Shipping Agency LLC ,Northern Shipping Limited ,St. Vincent & Grenadines,2015-12-23 00:00:00,Alang,India,2016-01-08 00:00:00
Nawal III,7206378,General Cargo,2222,1972,Tanzania,Jubba General Trading Company LLC ,United Arab Emirates,Jubba General Trading Company LLC ,Jubba General Trading Company LLC ,United Arab Emirates,2016-11-20 00:00:00,Alang,India,2016-12-03 00:00:00
Al Majed,7228364,General Cargo,1720,1972,Tanzania,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,United Arab Emirates,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,United Arab Emirates,2016-11-10 00:00:00,Alang,India,2016-11-18 00:00:00
Sea Wave,8009557,Bulk Carrier,10922,1980,Togo,Al Ryadh Trading FZCO ,United Arab Emirates,Al Ryadh Trading FZCO ,Sea Falcon Marine Incorporated ,Tanzania,2016-08-10 00:00:00,Gadani,Pakistan,2016-08-19 00:00:00
Sea Wave,8009557,Bulk Carrier,10922,1980,Togo,Al Ryadh Trading FZCO  ,United Arab Emirates,Al Ryadh Trading FZCO  ,Sea Falcon Marine Incorporated  ,Tanzania,2016-08-10 00:00:00,Gadani,Pakistan,2016-08-19 00:00:00
Master Nicos,8610916,Bulk Carrier,26128,1989,Barbados,Phocean Ship Agency Limited  ,United Kingdom,Phocean Ship Agency Limited  ,Scion Motorship  ,Greece,2016-03-31 00:00:00,Gadani,Pakistan,2016-04-13 00:00:00
Maria T.L. ,9138939,Bulk Carrier,27566,1997,Greece,C.M. Los (London) Limited ,United Kingdom,Los Maritime Limited  ,Finamadre Maritime Incorporated  ,Liberia,2016-04-14 00:00:00,Chittagong,Bangladesh,2016-05-11 00:00:00
Changsha,9003847,General Cargo With Container Capacity,18391,1991,Hong Kong,John Swire & Sons Limited,United Kingdom,The China Navigation Company Limited (CNC) ,The China Navigation Company Private Limited ,Singapore,2016-01-21 00:00:00,Alang,India,2016-01-28 00:00:00
Chengtu,9007362,Bulk Carrier With Container Capacity,18391,1991,Hong Kong,John Swire & Sons Limited ,United Kingdom,The China Navigation Company Limited (CNC) ,The China Navigation Company Private Limited ,Singapore,2016-09-28 00:00:00,Alang,India,2016-11-04 00:00:00
North Sea Producer,8124058,Floating Production Tanker,51838,1983,Isle of Man,Salamis (Marine & Industrial) Limited  ,United Kingdom,Salamis (Marine & Industrial) Limited  ,North Sea Production Company Limited  ,United Kingdom,2016-08-06 00:00:00,Chittagong,Bangladesh,2016-08-26 00:00:00
ENSCO 6003,8764339,Drill Platform,14559,2004,Marshall Islands,ENSCO Plc ,United Kingdom,Pride International Incorporated ,Pride Deepwater (BVI) 1 Limited ,British Virgin Islands,2016-07-10 00:00:00,Aliaga,Turkey,2016-07-17 00:00:00
ENSCO 6004,8764341,Drill Platform,14559,2004,Marshall Islands,ENSCO Plc ,United Kingdom,Pride International Incorporated ,Pride Deepwater (BVI) 2 Limited ,British Virgin Islands,2016-07-10 00:00:00,Aliaga,Turkey,2016-07-23 00:00:00
Kiana Pioneer,8412065,Bulk Carrier,23561,1986,Panama,Sea Pioneer Limited ,United Kingdom,Sea Pioneer Limited ,Fairville Holdings Corporation ,Panama,2016-01-23 00:00:00,Alang,India,2016-02-04 00:00:00
Tsavliris Unity,8119091,Tug/Icebreaker,3112,1982,Panama,Tsavliris (Shipping) Limited ,United Kingdom,Tsavliris Salvage (International) Limited ,Unity Salvage & Towage Company ,Marshall Islands,2016-12-02 00:00:00,Alang,India,2016-12-12 00:00:00
Lads 2,9193642,Drill Ship,30046,1996,St. Kitts-Nevis,ENSCO Plc  ,United Kingdom,Pride Internationa Inc,Andre Maritime Limited,Marshall Islands,2016-09-09 00:00:00,Alang,India,2016-09-30 00:00:00
Lads 1,9193630,Drill Ship,29847,1988,St. Kitts-Nevis,ENSCO Plc  ,United Kingdom,Pride Internationa Inc,Martin Maritime Limited,Marshall Islands,2016-08-26 00:00:00,Alang,India,2016-09-21 00:00:00
Ocean Discovery,8112550,Seismographic Research,3705,1983,United Kingdom,Gardline Shipping Limited  ,United Kingdom,Gardline Shipping Limited  ,Carl Konows  ,Norway,2016-03-02 00:00:00,Dordrecht,Netherlands,2016-03-31 00:00:00
Grampian Protector,8205656,Standby Safety Vessel,573,1983,United Kingdom,George Craig & Sons Limited,United Kingdom,George Craig & Sons Limited,George Craig & Sons Limited,United Kingdom,2016-01-15 00:00:00,Grenaa,Denmark,2016-01-21 00:00:00
Grampian Osprey,7825461,Supply,905,1979,United Kingdom,George Craig & Sons Limited,United Kingdom,George Craig & Sons Limited,George Craig & Sons Limited,United Kingdom,2016-02-16 00:00:00,Grenaa,Denmark,2016-02-22 00:00:00
Grampian Otter,8303068,Support,736,1984,United Kingdom,George Craig & Sons Limited,United Kingdom,George Craig & Sons Limited,George Craig & Sons Limited,United Kingdom,2016-07-20 00:00:00,Grenaa,Denmark,2016-07-25 00:00:00
Orangeleaf,7342005,Naval Auxiliary Tanker,18854,1976,United Kingdom,Government of The United Kingdom ,United Kingdom,Government of The United Kingdom ,"Director General of Supplies & Transport (Naval), Ministry of Defence (NAVY) ",United Kingdom,2016-03-10 00:00:00,Aliaga,Turkey,2016-03-15 00:00:00
Dorado Discovery,8715156,Research,5099,1983,United Kingdom,Hays Ships Limited ,United Kingdom,Hays Ships Limited ,Hays Ships Limited ,United Kingdom,2016-10-07 00:00:00,Aliaga,Turkey,2016-10-12 00:00:00
MSC Panama,9231781,Fully Cellular Containership,53453,2002,United Kingdom,HSBC Bank plc ,United Kingdom,HSBC Asset Finance (UK) Limited ,Assetfinance December (W) Limited ,United Kingdom,2016-11-05 00:00:00,Gadani,Pakistan,2016-11-15 00:00:00
Northumbrian Water,7411090,Sludge Carrier,1041,1977,United Kingdom,Northumbrian Water Group Limited ,United Kingdom,Northumbrian Water Group Limited ,Northumbrian Water Group Limited ,United Kingdom,02/01/0216,Lowestoft,United Kingdom,2016-01-13 00:00:00
ENSCO 6000,8325248,Drill Platform,12314,1987,Vanuatu,ENSCO Plc ,United Kingdom,ENSCO Plc ,ENSCO Global Offshore Drilling Limited ,British Virgin Islands,2016-10-06 00:00:00,Aliaga,Turkey,2016-10-29 00:00:00
NSC 5,8752489,Drill Platform,6173,1981,Vanuatu,ENSCO Plc  ,United Kingdom,ENSCO Offshore Company  ,ENSCO Offshore Company  ,United States of America,2016-05-02 00:00:00,Gadani,Pakistan,2016-05-10 00:00:00
NSC 9,8751784,Drill Platform,6493,1980,Vanuatu,ENSCO Plc  ,United Kingdom,ENSCO Plc  ,ENSCO Global Offshore Drilling Limited ,British Virgin Islands,2016-10-20 00:00:00,Gadani,Pakistan,2016-10-26 00:00:00
Sedco 704,8755132,Drill Platform,14364,1974,Vanuatu,Transocean Drilling U.K. Limited ,United Kingdom,Transocean Drilling U.K. Limited ,Transocean Drilling U.K. Limited ,United Kingdom,2016-12-20 00:00:00,Aliaga,Turkey,2016-12-28 00:00:00
Aruja,7921875,Liquefied Petroleum Gas Carrier,6961,1981,Djibouti,Alfa Ship Trading LLC ,United States of America,Alfa Ship Trading LLC ,Alfa Ship Trading LLC ,United States of America,2016-09-18 00:00:00,Alang,India,2016-10-14 00:00:00
Samudera,9159517,Bulk Carrier,37846,1997,Djibouti,Alfa Ship Trading LLC  ,United States of America,Alfa Ship Trading LLC  ,Alfa Ship Trading LLC  ,United States of America,2016-07-28 00:00:00,Chittagong,Bangladesh,2016-07-28 00:00:00
Genco Marine ,9125906,Bulk Carrier,26040,1996,Hong Kong,Genco Shipping & Trading Limited  ,United States of America,Genco Ship Management LLC  ,Genco Marine Limited  ,Hong Kong,2016-05-05 00:00:00,Gadani,Pakistan,2016-05-16 00:00:00
Sentinel II,8018039,Bulk Carrier,34353,1982,Liberia,Alcoa Steamship Company Inc ,United States of America,Alcoa Steamship Company Inc ,Lib-Ore Steamship Company Incorporated ,Liberia,2016-03-02 00:00:00,Xinhui,China,2016-01-25 00:00:00
Progress,9030993,Crude Oil Tanker,159766,1994,Liberia,GMS Leadership ,United States of America,GMS Leadership ,Vincente Investments Incorporated ,St. Kitts-Nevis,2016-10-18 00:00:00,Chittagong,Bangladesh,2016-10-20 00:00:00
Noble Discoverer,6608608,Drill Ship,14051,1966,Liberia,Noble Corporation ,United States of America,Frontier Drilling ASA ,Noble Drilling International GmbH ,Switzerland,2016-02-19 00:00:00,Alang,India,2016-03-09 00:00:00
Baleen,9187332,Fully Cellular Containership,24724,1999,Liberia,SeaChange Maritime LLC  ,United States of America,Seachange Maritime (Singapore) Private Limited  ,Adams Key Limited  ,Liberia,2016-05-17 00:00:00,Alang,India,2016-05-24 00:00:00
Sedneth 701,8755247,Drill Platform,13642,1973,Liberia,Transocean Incorporated ,United States of America,Transocean Offshore Deepwater Drilling Incorporated ,Transocean Offshore Gulf of Guinea VI Limited ,British Virgin Islands,2016-03-16 00:00:00,Aliaga,Turkey,2016-03-27 00:00:00
Sedco 702,8755118,Drill Platform,16881,1973,Liberia,Transocean Incorporated ,United States of America,Transocean Offshore Deepwater Drilling Incorporated ,Transocean Offshore Gulf of Guinea II ,Liberia,2016-10-25 00:00:00,Aliaga,Turkey,2016-10-31 00:00:00
Transocean Winner,8756320,Drill Platform,17580,1983,Marshall Islands,Transocean Incorporated ,United States of America,Transocean Offshore Deepwater Drilling Incorporated ,Transocean Offshore International Ventures Limited ,India,2016-10-26 00:00:00,Aliaga,Turkey,2016-11-02 00:00:00
Deepwater Navigator,7112890,Drill Ship,14344,1971,Marshall Islands,Transocean Incorporated  ,United States of America,Transocean Offshore Deepwater Drilling Incorporated  ,Transocean Drilling Offshore S.a.r.l.  ,Marshall Islands,2016-05-17 00:00:00,Aliaga,Turkey,2016-05-24 00:00:00
Clipper,7714313,Drill Ship,15855,1977,Palau,Diamond Offshore Drilling Incorporated ,United States of America,Diamond Offshore Services Company ,Diamond Offshore Services Company ,United States of America,2016-01-29 00:00:00,Alang,India,2016-02-21 00:00:00
Stewart,9215684,Fully Cellular Containership,40085,2001,Palau,SeaChange Limited,United States of America,unknown ,unknown,Liberia,2016-08-26 00:00:00,Chittagong,Bangladesh,2016-09-08 00:00:00
Ronda Carrier,9072501,Reefer,8520,1993,Panama,Fresh Del Monte Produce Inc ,United States of America,Fresh Del Monte Produce Inc ,Valencia Shipping Corporation ,Cayman Islands,2016-10-07 00:00:00,Aliaga,Turkey,2016-10-19 00:00:00
Western Pride ,9010125,Seismographic Research,2945,1991,Panama,Schlumberger Limited   ,United States of America,WesternGeco AS  ,Gecoship AS  ,Norway,2016-07-10 00:00:00,Frederikshavn,Denmark,2016-07-14 00:00:00
Gil,7616767,Pipe Layer,10568,1978,St. Kitts-Nevis,McDermott Incorporated  ,United States of America,J. Ray McDermott Canada Limited ,McDermott Gulf Operating Company Incorporated  ,United States of America,2016-09-16 00:00:00,Alang,India,2016-09-22 00:00:00
Charleston-I,8109668,Chemical Tanker,31452,1983,St. Kitts-Nevis,U.S. Shipping Partners LP,United States of America,U.S. Shipping Partners LP,USCS Charleston LLC ,United States of America,2016-12-10 00:00:00,Alang,India,2016-12-22 00:00:00
Putford Puffin,7014385,Offshore Safety,661,1970,United Kingdom,SEACOR Holdings Incorporated ,United States of America,SEACOR Marine (International) Limited & Southern North Sea (SEACOR SNS) ,Boston Putford Offshore Safety Limited ,United Kingdom,2016-09-02 00:00:00,Grenaa,Denmark,2016-09-05 00:00:00
Putford Apollo,7393626,Offshore Safety,868,1975,United Kingdom,SEACOR Holdings Incorporated ,United States of America,SEACOR Marine (International) Limited & Southern North Sea (SEACOR SNS) ,Boston Putford Offshore Safety Limited ,United Kingdom,2016-09-16 00:00:00,Grenaa,Denmark,2016-09-20 00:00:00
Courage,8919922,Vehicle Carrier,52288,1991,United States of America,American Roll-On Roll-Off Carrier LLC ,United States of America,American Roll-On Roll-Off Carrier LLC ,Fidelio Limited Partnership Incorporated ,United States of America,2016-02-12 00:00:00,Aliaga,Turkey,2016-03-28 00:00:00
Trader,7326233,Fully Cellular Containership,28212,1973,United States of America,Horizon Lines LLC ,United States of America,Horizon Lines LLC ,Horizon Lines LLC ,United States of America,2015-01-11 00:00:00,Alang,India,2016-01-08 00:00:00
Energy Enterprise,8026799,Bulk Carrier,28250,1983,United States of America,International Shipholding Corporation (ISC)  ,United States of America,International Shipholding Corporation (ISC)  ,Enterprise Ship Company Incorporated  ,United States of America,2016-06-02 00:00:00,Alang,India,2016-07-22 00:00:00
Capt. Steven L.Bennett,8313661,Bulk Carrier With Container Capacity,29226,1984,United States of America,Sealift Incorporated ,United States of America,Sealift Incorporated ,Sealift Incorporated ,United States of America,2016-03-09 00:00:00,Alang,India,2016-03-25 00:00:00
Transocean Driller,8751021,Drill Platform,15606,1991,Vanuatu,Transocean Incorporated ,United States of America,Transocean Offshore Deepwater Drilling Incorporated ,Transocean Drilling Offshore S.a.r.l. ,Marshall Islands,2016-11-29 00:00:00,Aliaga,Turkey,2016-12-02 00:00:00
GSF Rig 135,8754891,Drill Platform,13694,1983,Vanuatu,Transocean Incorporated  ,United States of America,Transocean Incorporated  ,GlobalSantaFe International Drilling Incorporated  ,United States of America,2016-05-17 00:00:00,Aliaga,Turkey,2016-05-24 00:00:00
Transocean John Shaw,8752025,Drill Platform,15425,1982,Vanuatu,Transocean Incorporated  ,United States of America,Transocean Offshore Deepwater Drilling Incorporated  ,Caledonia Offshore Drilling Shaw Limited  ,Cayman Islands,2016-05-20 00:00:00,Aliaga,Turkey,2016-05-24 00:00:00
GSF Grand Banks,8752415,Drill Ship,15923,1984,Vanuatu,Transocean Incorporated  ,United States of America,Transocean Incorporated  ,GlobalSantaFe Overseas Limited  ,Panama,2016-06-26 00:00:00,Aliaga,Turkey,2016-07-01 00:00:00
Ismail Deeb,8308812,Bulk Carrier,17056,1984,Belize,Unknown owners,Unknown,Unknown owners,Logan Shipholding Company ,Marshall Islands,2015-12-03 00:00:00,Gadani,Pakistan,2015-12-22 00:00:00
Lan Hai Chuang Xin ,8607957,Bulk Carrier,39539,1989,China,Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-04-10 00:00:00,Alang,India,2016-04-19 00:00:00
Mevlana,8308874,Bulk Carrier,22556,1984,Cook Islands,Unknown owners,Unknown,Unknown owners,Bosphorus Maritime and International Trade Company Limited  ,Vanuatu,2016-07-21 00:00:00,Gadani,Pakistan,2016-08-05 00:00:00
NSO Champion,7905273,Supply,2501,1979,Cook Islands,Unknown owners,Unknown,Unknown owners,Nor Sea PSV AS ,Norway,2016-11-16 00:00:00,Aliaga,Turkey,2016-11-21 00:00:00
Jedana,7515377,Anchor Handling Tug/Supply,1368,1977,Equatorial Guinea,Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-06-25 00:00:00,Alang,India,2016-07-04 00:00:00
UI Jibong,8214516,General Cargo,1292,1983,Korea (North),Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-10-02 00:00:00,Jiangyin,China,2016-10-11 00:00:00
Shuttle 1,7633399,General Cargo With Container Capacity,2581,1977,Lebanon,Unknown owners,Unknown,Unknown owners,Terminal 21 SAL ,Lebanon,2016-10-28 00:00:00,Aliaga,Turkey,2016-11-01 00:00:00
Go Pub,9045900,Bulk Carrier,38105,1993,Liberia,Unknown owners,Unknown,Unknown owners,GO Pub Shipping S.A. ,Liberia,2015-11-22 00:00:00,Gadani,Pakistan,2015-12-01 00:00:00
Camocim,9056387,Bulk Carrier,26911,1996,Liberia,Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-05-09 00:00:00
Leora,9106601,Bulk Carrier,77135,1995,Liberia,Unknown owners,Unknown,Unknown owners,Flamingo Marine Limited ,Ukraine,2015-12-15 00:00:00,Chittagong,Bangladesh,2016-01-04 00:00:00
GO Skar,9071416,Bulk Carrier,25885,1994,Liberia,Unknown owners,Unknown,Unknown owners,GO Skar Shipping S.A.  ,Liberia,2016-04-05 00:00:00,Chittagong,Bangladesh,2016-04-16 00:00:00
Ocean Queen,9121326,Bulk Carrier,85286,1996,Liberia,Unknown owners,Unknown,Unknown owners,Keaton Shipholding Company  ,Liberia,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-14 00:00:00
Bold Challenger,8602476,Bulk Ore Carrier,112895,1988,Liberia,Unknown owners,Unknown,Unknown owners,Abu Dhabi Shipping Incorporated  ,Liberia,2016-02-05 00:00:00,Gadani,Pakistan,2016-03-24 00:00:00
Taroko,9105645,Bulk Carrier,63253,1996,Malta,Unknown owners,Unknown,Unknown owners,Andraste Navigation Corporation ,Marshall Islands,2016-01-20 00:00:00,Alang,India,2016-02-25 00:00:00
RT Aegir,9149316,Fully Cellular Containership,25608,1997,Marshall Islands,Unknown owners,Unknown,Unknown owners,RT Aegir Limited ,Marshall Islands,2016-11-22 00:00:00,Alang,India,2016-12-01 00:00:00
Lucky Star,7500451,Passenger Ro/Ro,14458,1976,Marshall Islands,Unknown owners,Unknown,Unknown owners,Velenio Shipping Company Limited ,Cyprus,2016-09-15 00:00:00,Aliaga,Turkey,2016-10-03 00:00:00
Mohammed H.,8605193,General Cargo,5561,1986,Moldova,Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-10-21 00:00:00,Alang,India,2016-11-11 00:00:00
Fiskela,8126800,Bulk Carrier,8431,1982,Palau,Unknown owners,Unknown,Unknown owners,Sea Rose Shipping Incorporated  ,Liberia,2016-09-16 00:00:00,Gadani,Pakistan,2016-09-24 00:00:00
Salzgitter,8508917,Vehicle Carrier,34960,1987,Panama,Unknown owners,Unknown,Unknown owners,Unknown owners,Unknown,2016-12-02 00:00:00,Chittagong,Bangladesh,2016-12-13 00:00:00
He Fu Star,9074145,Bulk Carrier,75440,1994,Panama,Unknown owners,Unknown,Unknown owners,Kongway Shipping Limited ,Hong Kong,2016-02-18 00:00:00,Chittagong,Bangladesh,2016-03-14 00:00:00
Orient Rich,9105566,Bulk Carrier,36559,1995,Panama,Unknown owners,Unknown,Unknown owners,Grand Cheer Shipping Limited  ,Hong Kong,2016-03-11 00:00:00,Gadani,Pakistan,2016-03-31 00:00:00
Ocean Whisper,8400567,Bulk Carrier,16582,1986,Panama,Unknown owners,Unknown,Unknown owners,Fairlight Shipping S.A.  ,Liberia,2016-07-21 00:00:00,Gadani,Pakistan,2016-08-03 00:00:00
Jai Krishna,9003598,General Cargo,5845,1990,Panama,Unknown owners,Unknown,Unknown owners,RK Shipping & Trading Company Private Limited  ,Singapore,2016-09-02 00:00:00,Alang,India,2016-09-14 00:00:00
M. Tide Salvage 1 ,8409977,Tug ,1725,1990,Panama,Unknown owners,Unknown,Unknown owners,Salvage Total Service S.A.  ,Singapore,2016-05-06 00:00:00,Alang,India,2016-06-04 00:00:00
