VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
9221906,BERGE ARCTIC,Ore Carrier,91563,27461,2001,Panama,,Berge Bulk Ltd,Bermuda,Berge Bulk Maritime Pte Ltd,Berge Arctic Co SA,Panama,Alang,India,2022-03-01 00:00:00,,
9233337,BERGE APO,Bulk Carrier,85888,20668,2000,Isle Of Man,,Berge Bulk Ltd,Bermuda,Hillsboro Co SA,Hillsboro Co SA,Panama,Alang,India,2022-12-01 00:00:00,,
8755364,OBI,"Drilling Rig, semi Submersible",22394,27225,1987,Comoros,Liberia,Borr Drilling Ltd,Bermuda,Noble Drilling Services Inc,Noble Leasing Switzerland GmbH,Switzerland,Alang,India,2022-05-01 00:00:00,,
7380693,VICE,"FPSO, Oil",72654,27130,1976,St Kitts & Nevis,Singapore,BW Offshore Ltd,Bermuda,BW Offshore Singapore Pte Ltd,BW Cidade de Sao Vicente,Singapore,Alang,India,2022-02-01 00:00:00,,
8017815,ROAR,"FPSO, Oil",71142,26293,1981,St Kitts & Nevis,Singapore,BW Offshore Ltd,Bermuda,BW Offshore Singapore Pte Ltd,BW Umuroa Pte Ltd,Singapore,Alang,India,2022-04-01 00:00:00,,
8617093,INDOIA,Products Tanker,25803,9420,1996,Gabon,Brazil,PETROBRAS,Brazil,TRANSPETRO,PETROBRAS,Brazil,Chittagong,Bangladesh,2022-01-01 00:00:00,,
8421171,RAJA,Crude/Oil Products Tanker,35845,14409,1993,St Kitts & Nevis,Brazil,PETROBRAS,Brazil,TRANSPETRO,PETROBRAS,Brazil,Alang,India,2022-02-01 00:00:00,,
8754073,BRAS XV,"Production Platform, semi submersible",13155,13363,1983,St Kitts & Nevis,Marshall Islands,PETROBRAS,Brazil,PETROBRAS,PETROBRAS,Brazil,Alang,India,2022-03-01 00:00:00,,
9183283,SONG,Shuttle Tanker,80086,23236,2000,St Kitts & Nevis,Bahamas,PETROBRAS,Brazil,TRANSPETRO,Transpetro International BV,Brazil,Alang,India,2022-04-01 00:00:00,,
8754009,BRAS VII,"Production Platform, semi submersible",10240,11946,1977,St Kitts & Nevis,Panama,PETROBRAS,Brazil,PETROBRAS,PETROBRAS,Brazil,Alang,India,2022-06-01 00:00:00,,
7911521,LOUISIANA,"Drilling Rig, semi Submersible",15164,16750,1982,Palau,Liberia,Petroserv SA,Brazil,Ventura Petroleo Ltda,Louisiana Overseas,British Virgin Islands,Alang,India,2022-10-01 00:00:00,,
6905745,POLAR S,Passenger/Cruise,4998,,1969,Unknown,,3264741 Nova Scotia Ltd,Canada,3264741 Nova Scotia Ltd,3264741 Nova Scotia Ltd,Canada,Aliaga,Turkey,2022-12-01 00:00:00,,
9041253,Y HARMONY,Passenger/Cruise,70538,31198,1994,Panama,,Century Harmony Cruise Ltd,China,Century Harmony Cruise Ltd,Century Harmony Cruise Ltd,Marshall Islands,Gadani,Pakistan,2022-02-01 00:00:00,,
9157519,YETI,Chemical Tanker,9549,4603,1997,St Kitts & Nevis,Panama,Chen F,China,Hongkong Asia International,Hongkong Asia International,Hong Kong,Alang,India,2022-01-01 00:00:00,,
9149574,BO HAI WAN,Container Ship (Fully Cellular),4007,,1996,China,,Dalian Jifa Ship Management Co,China,Dalian Jifa Bohai,Dalian Jifa Bohai,China,Unknown,China  ,2022-04-01 00:00:00,,
9178408,CHANGI,Bulk Carrier,38647,9824,1998,Liberia,Hong Kong,Dongguan Guantai Industrial,China,Dongguan Haichang Shpg Co Ltd,Hong Kong Haichang Global Ltd,Hong Kong,Gadani,Pakistan,2022-12-01 00:00:00,,
9004097,DAWN LUCK,Chemical/Products Tanker,3685,2012,1991,Panama,,Ever Union Intermaritime,China,Ever Union Intermaritime,Star Galaxy Enterprises Corp,Anguilla,Chittagong,Bangladesh,2022-10-01 00:00:00,,
9174426,ASIAN GLORY,Chemical/Products Tanker,6281,3413,1997,Panama,,Glory Intl Shipmanagement Co,China,Glory Prosperity Tanker Trans,Glory Prosperity Tanker Trans,Hong Kong,Chittagong,Bangladesh,2022-03-01 00:00:00,,
9065132,KIM SENG 3,Chemical/Products Tanker,2043,1393,1992,Togo,,Greatsources Shipping,China,Kind Glory Shipping Co Ltd,Century Shipping & Trading Ltd,Marshall Islands,Chittagong,Bangladesh,2022-06-01 00:00:00,,
8806503,SHUN FU,Bulk Carrier,38337,10672,1990,Panama,,Greatsources Shipping,China,Greatsources Shipping,Shunfu Shipping Hong Kong Ltd,Hong Kong,Chittagong,Bangladesh,2022-12-01 00:00:00,,
8303616,F. LONLINE,Chemical/Products Tanker,4301,3019,1983,Belize,,He J,China,Brilliant Trade International,Brilliant Trade International,Hong Kong,Fujian,China  ,2022-09-01 00:00:00,,
8513405,ZOFFA,Bunkering Tanker (Oil),5847,2900,1986,Sierra Leone,,Li X,China,Joffa Trade International Co,Joffa Trade International Co,Hong Kong,Chittagong,Bangladesh,2022-04-01 00:00:00,,
9078141,JUNE LUCK,Products Tanker,3332,2582,1993,Sierra Leone,,Lu J,China,Morning On Corp Ltd,Morning On Corp Ltd,Hong Kong,Chittagong,Bangladesh,2022-06-01 00:00:00,,
9169548,MASCOT,Crude Oil Tanker,57947,16616,1998,St Kitts & Nevis,Panama,Ming Han Shipping Ltd,China,Star Ocean Shipmanage Ltd,Sinostar Marine Group Ltd,Hong Kong,Chittagong,Bangladesh,2022-07-01 00:00:00,,
9203992,YA ZHOU XIONG SHI,Products Tanker,23357,9868,1999,China,,Nanjing Tanker Corp,China,Nanjing Tanker Corp,Nanjing Tanker Corp,China,Jiangyin,China  ,2022-05-01 00:00:00,,
9185217,NING HUA 410,Chemical/Products Tanker,4391,,1998,China,,Nanjing Yangyang Chemical,China,Nanjing Yangyang Chemical,Nanjing Yangyang Chemical,China,Zhoushan,China  ,2022-06-01 00:00:00,,
9191917,NING HUA 411,Chemical/Products Tanker,8683,4476,1999,China,,Nanjing Yangyang Chemical,China,Nanjing Yangyang Chemical,Nanjing Yangyang Chemical,China,Xinhui,China  ,2022-08-01 00:00:00,,
9084695,BONVOY 8,Products Tanker,5944,3348,1994,Palau,Panama,Qiu L,China,Sure Metro Ltd,Sure Metro Ltd,Hong Kong,Chittagong,Bangladesh,2022-09-01 00:00:00,,
8217116,TAI NING,Refrigerated Cargo Ship,3260,2055,1983,Panama,,Shandong Zhonglu Oceanic,China,Shandong Zhonglu Fishery Shpg,Shandong Zhonglu Fishery Shpg,China,Chittagong,Bangladesh,2022-05-01 00:00:00,,
8026907,ZHEN HUA 19,Heavy Load Carrier,28559,18660,1984,St Vincent & The Grenadines,,Shanghai Zhenhua Port,China,Shanghai Zhenhua Shipping Co,Zhen Hua 3 Shipping - SVG,St Vincent & The Grenadines,Gadani,Pakistan,2022-01-01 00:00:00,,
9158331,T AURORA,Chemical/Products Tanker,1991,1212,1996,Palau,Hong Kong,Sinochem International Corp,China,Shanghai Junzheng Shipping,SC Aurora Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2022-03-01 00:00:00,,
8121915,SIN 8,Anchor Handling Tug Supply,1330,1391,1985,Gabon,Panama,Sinopec Offshore Oilfield Serv,China,Sinopec Offshore Oilfield Serv,Sinopec Offshore Oilfield Serv,China,Chittagong,Bangladesh,2022-07-01 00:00:00,,
8700395,JOINT LUCK,Products Tanker,3491,2071,1987,Gabon,Sierra Leone,Wang Q,China,Hongkong Hanxing Intl Holding,Hongkong Hanxing Intl Holding,Hong Kong,Chittagong,Bangladesh,2022-12-01 00:00:00,,
9044085,SEARICH,Products Tanker,3244,1778,1992,Panama,,Wu H,China,Ace Marine Ltd,Yu Hong Industrial Investment,Hong Kong,Chittagong,Bangladesh,2022-10-01 00:00:00,,
8528553,OCEAN ALICE,Products Tanker,3448,3071,2002,Unknown,,Wu W,China,Kind Glory Shipping Co Ltd,Shun Sheng HK Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2022-07-01 00:00:00,,
9110638,RICH SINO,Chemical Tanker,19095,7301,1996,Panama,,Yang JW,China,Enrich Sino International Ltd,Enrich Sino International Ltd,Hong Kong,Chittagong,Bangladesh,2022-01-01 00:00:00,,
9105102,OCEAN RI,Chemical/Products Tanker,26218,9597,1996,Palau,Cook Islands,Zhang BW,China,Hongkong Ocean Rich Shipping,Hongkong Ocean Rich Shipping,Hong Kong,Chittagong,Bangladesh,2022-08-01 00:00:00,,
8426418,HANG JUN 4001,Trailing Suction Hopper Dredger,5400,4000,1971,China ,,China Govt,China ,CCCC Shanghai Dredging Co Ltd,China Govt Shanghai Waterway,China ,Fujian,China  ,2022-01-01 00:00:00,,
8422711,HAI FENG 698,Fish Carrier,12398,7262,1984,Panama,,China National Fisheries Corp,China ,Zhongyu Global Seafood Corp,Jetmax Development Ltd,Hong Kong,Chittagong,Bangladesh,2022-11-01 00:00:00,,
8011598,SHUN RONG,Products Tanker ,1336,,1980,St Kitts & Nevis,Sierra Leone,Guo CB,China ,Guo CB,Guo CB,China ,Chittagong,Bangladesh,2022-12-01 00:00:00,,
8810334,UEI MARU,General Cargo Ship,699,757,1988,Mongolia,Sierra Leone,Chen G,China  ,Forward Marine Ltd,Uei Maru Marine Co Ltd,Hong Kong,Chittagong,Bangladesh,2022-10-01 00:00:00,,
8810803,YOU YI 20,Bulk Carrier,13792,,1992,China  ,,China Shipping Bulk Carrier Co,China  ,China Shipping Bulk Carrier Co,Shanghai Jiahe Shipping Co Ltd,China  ,Jiangyin,China  ,2022-09-01 00:00:00,,
8901822,BELL,Bulk Carrier,25891,7995,1989,St Kitts & Nevis,Panama,Dalian Rongzhan Shipping Co,China  ,Ningbo Beilun Shipping Co Ltd,Dalian Rongzhan Shipping Co,China  ,Chittagong,Bangladesh,2022-12-01 00:00:00,,
8813582,GLOBAL MARINER,Refrigerated Cargo Ship,6545,4010,1989,Panama,,Greatsources Shipping,China  ,Greatsources Shipping,Hong Fa Shipping Ltd,Hong Kong,Chittagong,Bangladesh,2022-05-01 00:00:00,,
8808367,YUE DIAN 1,Bulk Carrier,36858,10368,1989,China  ,,Guangdong Yudean Group Co Ltd,China  ,Guangdong Yudean Shpg Co Ltd,Guangdong Yudean Shpg Co Ltd,China  ,Zhoushan,China  ,2022-03-01 00:00:00,,
8900488,YUE DIAN 3,Bulk Carrier,36120,9750,1989,China  ,,Guangdong Yudean Group Co Ltd,China  ,TOSCO KEYMAX Intl Ship Mgmt,Guangdong Yudean Shpg Co Ltd,China  ,Xinhui,China  ,2022-10-01 00:00:00,,
8716708,DA TANG 1 HAO,Bulk Carrier,37222,10406,1989,China  ,,Jiangsu Datang Shipping Co Ltd,China  ,Jiangsu Datang Shipping Co Ltd,Jiangsu Datang Shipping Co Ltd,China  ,"Jiangyin,",China  ,2022-03-01 00:00:00,,
8901810,BEI LUN 6,Bulk Carrier,25766,8015,1989,Sierra Leone,China  ,Nanjing Iron & Steel United,China  ,Ningbo Beilun Shipping Co Ltd,Ningbo Beilun Shipping Co Ltd,China  ,Chittagong,Bangladesh,2022-10-01 00:00:00,,
8904214,FUNING 2,Bulk Carrier,13695,5002,1989,Panama,China  ,Ningbo Pacific Shipping Co Ltd,China  ,Ningbo Pacific Shipping Co Ltd,Ningbo Pacific Shipping Co Ltd,China  ,Chittagong,Bangladesh,2022-12-01 00:00:00,,
9035577,JIN TA 12,Bulk Carrier,7102,,1990,China  ,,Wuhan Juntai Wuliu Co Ltd,China  ,Wuhan Juntai Wuliu Co Ltd,Wuhan Juntai Wuliu Co Ltd,China  ,Zhoushan,China  ,2022-05-01 00:00:00,,
9378797,LIAN YING 38,Container Ship (Fully Cellular),2591,,2005,China  ,,Zhuhai Qiao Island,China  ,Zhuhai Qiao Island,Zhuhai Qiao Island,China  ,Unknown,China  ,2022-05-01 00:00:00,,
8351118,LUBENICE,Passenger/Ro-Ro Ship (Vehicles),2425,,1983,Croatia,,Jadrolinija,Croatia,Jadrolinija,Jadrolinija,Croatia,Aliaga,Turkey,2022-04-01 00:00:00,,
6922432,ULISES,Patrol Vessel,1590,,1969,Cuba,,Cuba Govt Border Guard,Cuba,Cuba Govt Border Guard,Cuba Govt Border Guard,Cuba,Bahia Honda,Cuba,2022-04-01 00:00:00,,
5142750,EVANGELIYA,Accommodation Ship,967,,1959,Cyprus,,Metis Platforms Ltd,Cyprus,Metis Platforms Ltd,Metis Platforms Ltd,Cyprus,Aliaga,Turkey,2022-03-01 00:00:00,,
7359400,TITAN,Passenger/Cruise,15402,9127,1975,Palau,Cyprus,Salamis Cruises,Cyprus,Salamis Cruises,Mana Shipping Co Ltd,Cyprus,Gadani,Pakistan,2022-04-01 00:00:00,,
8312100,LINDA STAR,Bulk Carrier,17065,6475,1984,Panama,,Sesco Trading Cyprus Ltd,Cyprus,Jet Shipmanagement Ltd,Jet Shipmanagement Ltd,Marshall Islands,Gadani,Pakistan,2022-10-01 00:00:00,,
7610414,SVEABORG,Fish Factory Ship,5925,5015,1979,Cameroon,,Sundborn Management Ltd,Cyprus,Sundborn Management Ltd,Camelford Ltd,St Vincent & The Grenadines,Alang,India,2022-04-01 00:00:00,,
9246736,MAERSK HELPER,Anchor Handling Tug Supply,3427,,2002,Denmark,,Moller AP,Denmark,Maersk Supply Service AS,Maersk Supply Service AS,Denmark,Grenaa,Denmark,2022-04-01 00:00:00,,
9245914,MAERSK WINNER,Anchor Handling Tug Supply,6655,6898,2003,Isle Of Man,,Moller AP,Denmark,Maersk Supply Service AS,Maersk Supply Service Subsea,United Kingdom,Grenaa,Denmark,2022-07-01 00:00:00,,
9193795,MAERSK ATTENDER,Anchor Handling Tug Supply,6689,6190,2000,Isle Of Man,,Moller AP,Denmark,Maersk Supply Service AS,Maersk Supply Service Subsea,United Kingdom,Grenaa,Denmark,2022-08-01 00:00:00,,
7704849,NORDVAAG,Palletised Cargo Ship,2854,,1979,Denmark,,Norresundby Rederi A/S,Denmark,Norresundby Rederi & Shipping,Norwegian Seaweed Production,Denmark,Grenaa,Denmark,2022-01-01 00:00:00,,
7368970,SUSANITA,Fishing Vessel,516,,1973,Denmark,,Schmidt RH,Denmark,Schmidt RH,Schmidt RH,Denmark,Grenaa,Denmark,2022-07-01 00:00:00,,
8913629,ADMARINE 100,"FSO, Oil",28223,8774,1992,Unknown,Panama,Advanced Energy Systems,Egypt,Advanced Energy Systems,Advanced Energy Systems,Egypt,Gadani,Pakistan,2022-06-01 00:00:00,,
8611453,NUWAYBA,Ro-Ro Cargo Ship,6650,2738,1989,Egypt,,Egyptian Navigation Co,Egypt,Egyptian Navigation Co,Egyptian Navigation Co,Egypt,Alexandria,Egypt,2022-03-01 00:00:00,,
8317588,RAS MOHAMED,Ro-Ro Cargo Ship,6650,2700,1986,Egypt,,Egyptian Navigation Co,Egypt,Egyptian Navigation Co,Egyptian Navigation Co,Egypt,Alexandria,Egypt,2022-08-01 00:00:00,,
8987498,PORT SAID STAR,Bunkering Tanker (Oil),529,,2002,Egypt,,Elzeky Marine Service,Egypt,Elzeky Marine Service,Elzeky Marine Service,Egypt,Suez,Egypt,2022-04-01 00:00:00,,
8766545,TRAINER 1,"Crane Vessel, non propelled",2570,2449,1966,St Kitts & Nevis,Panama,Maridive & Oil Services SAE,Egypt,Valentine Maritime Co Gulf LLC,Ocean Marine FZC,United Arab Emirates,Gadani,Pakistan,2022-10-01 00:00:00,,
8316871,NIELS PAULI,Fishing Vessel,742,,1983,Faeroe Islands,,Hammer M,Faeroe Islands,Hammer M,Niels Pauli,Faeroe Islands,Esbjerg,Denmark,2022-05-01 00:00:00,,
6404375,LOMAIVITI PRINCESS V,Passenger/Ro-Ro Ship (Vehicles),4939,3652,1964,Fiji,,Goundar Shipping Ltd,Fiji,Goundar Shipping Ltd,Goundar Shipping Ltd,Fiji,Alang,India,2022-05-01 00:00:00,,
7710525,ABEILLE LANGUEDOC,Tug,1585,,1979,France,,Bourbon Corp SA,France,Les Abeilles,Leaseflow SAS,France,Brest,France,2022-08-01 00:00:00,,
7710513,ABEILLE FLANDRE,Tug,1577,,1978,France,,Bourbon Corp SA,France,Les Abeilles,Leaseflow SAS,France,Brest,France,2022-09-01 00:00:00,,
9194115,OCEANIC CHALLENGER,Research Survey Vessel,7127,3524,2000,Norway (Nis),,CGG SA,France,Geofield Ship Management,Geo Vessels AS,Norway,Aliaga,Turkey,2022-02-01 00:00:00,,
5304011,S. T. CRAPO,"Bulk Cement Barge, non propelled",4769,,1927,United States Of America,,Lafarge SA,France,Lafarge North America Inc,Lafarge North America Inc,United States Of America,Port Colborne,Canada,2022-09-01 00:00:00,,
9088938,VIVIA,Asphalt/Bitumen Tanker,5942,3065,1994,Comoros,Panama,Rubis SCA,France,Blue Round Shipping Corp,Blue Round Shipping Corp,Panama,Chittagong,Bangladesh,2022-11-01 00:00:00,,
9167186,RUGEN 7,Crude/Oil Products Tanker,22181,8866,2001,Comoros,Liberia,Chemikalien Seetransport GmbH,Germany,Handytankers K/S,Sarlin Enterprises SA,Liberia,Chittagong,Bangladesh,2022-03-01 00:00:00,,
6507983,SAN REMO,General Cargo Ship,1283,,1965,St Vincent & The Grenadines,,Lubecker Schifffahrts,Germany,Sonata Shipping Co Ltd,Sonata Shipping Co Ltd,St Vincent & The Grenadines,Grenaa,Denmark,2022-03-01 00:00:00,,
7713345,LARGONA,General Cargo Ship,866,,1978,St Vincent & The Grenadines,,Lubecker Schifffahrts,Germany,Anna Shipping Co Ltd,Largo Shipping S de RL,Honduras,,Norway,2022-04-01 00:00:00,,
8407735,MARELLA DREAM,Passenger/Cruise,54763,19391,1986,Comoros,Malta,TUI AG,Germany,Marella Cruises,TUI UK Ltd,United Kingdom,Aliaga,Turkey,2022-06-01 00:00:00,,
8027298,MARELLA CELEBRATION,Passenger/Cruise,33933,19273,1984,Unknown,Malta,TUI AG,Germany,Marella Cruises,TUI UK Ltd,United Kingdom,Aliaga,Turkey,2022-09-01 00:00:00,,
7362108,ILOS,Passenger/Ro-Ro Ship (Vehicles),13572,8611,1975,Togo,,ANEN SA,Greece,ANEN SA,ANEN SA,Greece,Aliaga,Turkey,2022-05-01 00:00:00,,
7332672,LENE,Passenger/Ro-Ro Ship (Vehicles),13302,,1973,Togo,,ANEN SA,Greece,ANEN SA,ANEN SA,Greece,Aliaga,Turkey,2022-06-01 00:00:00,,
7347548,RICH,Passenger/Ro-Ro Ship (Vehicles),13336,7198,1974,Comoros,Cyprus,A-Ships Management SA,Greece,A-Ships Management SA,Ambition Maritime SA,Marshall Islands,Alang,India,2022-06-01 00:00:00,,
8612134,LIBRA,Passenger/Cruise,42285,,1988,Togo,Bahamas,Attica Group,Greece,Flash Maritime Ltd-MAI,Flash Maritime Ltd-MAI,Marshall Islands,Aliaga,Turkey,2022-05-01 00:00:00,,
9103831,DORA,Chemical/Products Tanker,31183,12615,1999,Comoros,Greece,Avin International SA,Greece,Tanco Ship Management SA,Notus Oceanway SA,Liberia,Alang,India,2022-12-01 00:00:00,,
8400531,PROSPERITY,Bulk Carrier,16582,5822,1986,Panama,,Channel Carriers Inc,Greece,Tasfiye Halinde Onal Gemicilik,Carriers Bulk Enterprises,British Virgin Islands,Chittagong,Bangladesh,2022-10-01 00:00:00,,
9292565,STARLET,Bulk Carrier,88930,23684,2004,Comoros,Marshall Islands,Chartworld Maritime Mngmt,Greece,Chartworld Maritime Mngmt,Loren Trading Inc,Liberia,Chittagong,Bangladesh,2022-10-01 00:00:00,,
9234496,KANE,Chemical/Products Tanker,30770,12389,2002,St Kitts & Nevis,Liberia,European Navigation Inc,Greece,European Product Carriers Ltd,Bene Maritime,Liberia,Chittagong,Bangladesh,2022-02-01 00:00:00,,
9424429,FAIR PIGASOS,Chemical/Products Tanker,7534,3803,2010,Liberia,,Fairdeal Group Mgmt SA,Greece,Fairdeal Group Mgmt SA,Alfa Ena Shipping Ltd,Liberia,Gadani,Pakistan,2022-01-01 00:00:00,,
9424431,WESTIN 101,Chemical/Products Tanker,7534,3803,2010,Panama,Liberia,Fairdeal Group Mgmt SA,Greece,Fairdeal Group Mgmt SA,Alfa Dyo Shipping Ltd,Liberia,Gadani,Pakistan,2022-06-01 00:00:00,,
9252060,STAR,Chemical/Products Tanker,27352,9612,2002,Liberia,,IMS SA,Greece,IMS SA,Midgard Services SA,Liberia,Chittagong,Bangladesh,2022-02-01 00:00:00,,
9237527,NEW INSPIRATION,Crude Oil Tanker,159613,40737,2002,Liberia,,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Symmetrical Investment Co,Liberia,Gadani,Pakistan,2022-02-01 00:00:00,,
9221891,STAR I,Crude Oil Tanker,59827,17587,2001,Liberia,,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Audley Maritime Corp,Liberia,Gadani,Pakistan,2022-03-01 00:00:00,,
9228239,SUNBEAM,Bulk Carrier,85399,21018,2000,Marshall Islands,,Nicholas G Moundreas Shipping,Greece,NGM Energy SA,Navy Shipmanagement Co,Marshall Islands,Gadani,Pakistan,2022-05-01 00:00:00,,
9178056,STROVOLOS,Products Tanker,28546,9368,1999,Bahamas,,Polys Haji-Ioannou Group,Greece,World Tankers Management Pte,Strovolos Shipping Co Ltd,Liberia,Chittagong,Bangladesh,2022-10-01 00:00:00,,
6918560,RIVIERA,"Accommodation Vessel, Stationary",8893,4833,1969,Comoros,Cyprus,Sea Jets Maritime Co,Greece,Sea Jets Maritime Co,Jambo Jet Maritime Co,Greece,Alang,India,2022-11-01 00:00:00,,
7382433,CHRISTOS XXIII,Offshore Tug/Supply Ship,1323,,1975,Panama,,Spanopoulos Group SA,Greece,Spanopoulos Group SA,IMS Christos XXIII SA,Marshall Islands,Aliaga,Turkey,2022-11-01 00:00:00,,
9252979,NORTH,Crude Oil Tanker,56203,16224,2003,Panama,,SR Navigation SA,Greece,SR Navigation SA,Marblue Shipping Company SA,Panama,Chittagong,Bangladesh,2022-01-01 00:00:00,,
7361398,LOUP,Chemical Tanker,1982,1247,1974,Togo,Greece,Unknown,Greece,Unknown,Unknown,Unknown,Aliaga,Turkey,2022-05-01 00:00:00,,
7391214,DAHLIA,LNG Tanker,88919,33141,1979,Palau,Norway,Elliot SWG,Hong Kong,Hong Kong LNG Ltd,Hong Kong LNG Ltd,Hong Kong,Alang,India,2022-05-01 00:00:00,,
9083275,JAMILA,Bulk Carrier,26823,7765,1995,Comoros,Panama,Fujian Shipping Trading Co Ltd,Hong Kong,Fujian Shipping Trading Co Ltd,Rudolph Marine Ltd,Marshall Islands,Gadani,Pakistan,2022-12-01 00:00:00,,
8217104,OCEAN MARINER,Refrigerated Cargo Ship,5070,3290,1983,Panama,,Good Success Transportation,Hong Kong,Good Success Transportation,Good Success Transportation,Hong Kong,Chittagong,Bangladesh,2022-03-01 00:00:00,,
9118848,AN PING 8,Bulk Carrier,35997,9804,1995,Panama,,Hong Teng Shipping Ltd,Hong Kong,Tian Heng Shipping Management,Hong Teng Shipping Ltd,Hong Kong,Chittagong,Bangladesh,2022-12-01 00:00:00,,
8200527,Y 6,Bulk Carrier,24843,8443,1986,St Kitts & Nevis,Sierra Leone,Hongfan International Shipping,Hong Kong,Hongfan International Shipping,Hongfan International Shipping,Hong Kong,Chittagong,Bangladesh,2022-01-01 00:00:00,,
9057018,ONE VISION,Bulk Carrier,53935,13616,1993,Comoros,Panama,Ocean Faith International,Hong Kong,Ocean Faith International,Best Vision International Shpg,Hong Kong,Chittagong,Bangladesh,2022-03-01 00:00:00,,
9227003,SHINY,Bulk Carrier,85906,22037,2002,St Kitts & Nevis,Liberia,Shinyo International Group Ltd,Hong Kong,Shinyo Fortune Ltd,Shinyo Fortune Ltd,Liberia,Chittagong,Bangladesh,2022-10-01 00:00:00,,
