VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Gaga I,8751605,"Platform, Semi-Submersible",16394,15737,1974,St Kitts & Nevis,Panama,Japan Drilling Co Ltd,Japan,Japan Drilling Co Ltd,JDC Panama Inc,Panama,Alang,India,2018-01-01 00:00:00,,
Balkar Trust,9133769,Bulk Carrier,25206,9664,1997,Panama,,Seven Oceans Co Ltd,Japan,Ocean Trust Marshall Ltd,Ocean Trust Marshall Ltd,Marshall Islands,Gadani,Pakistan,2018-03-01 00:00:00,,
Hachino Maru,9061540,Limestone Carrier,14930,7069,1993,Comoros,Japan,Daiichi Chuo Kisen Kaisha,Japan,Fuso Senpaku KK,Fuso Senpaku KK,Japan,Chittagong,Bangladesh,2018-03-01 00:00:00,,
Seto,9105451,Bulk Carrier,77307,17870,1995,Panama,,NYK Line,Japan,NYK Line,Frontier Maritime Shipping IV,Panama,Alang,India,2018-03-01 00:00:00,,
Shin Hang 6,8318659,Refrigerated Cargo,7777,4901,1984,Panama,,Kantoh Kaiun Company Limited,Japan,Dalian Transquare-line Intl,Shinhang Reefer Shpg Co Ltd,United Kingdom,Alang,India,2018-03-01 00:00:00,,
Tokushin Maru,8503321,Cement Carrier,1651,,1985,Japan,,Sonoda Kisen,Japan,Sonoda Kisen,Sonoda Kisen,Japan,Busan,Korea (South),2018-03-01 00:00:00,,
Century Leader No. 3,8502468,Vehicles Carrier,44830,11831,1986,Panama,,NYK Line,Japan,NYK Line,Nippon Yusen/Anemone,Panama,Alang,India,2018-04-01 00:00:00,,
Koa Maru,9114634,Tanker,2283,1563,1995,Panama,,Nagai Kaiun Kaisha Ltd,Japan,Nagai Kaiun Kaisha Ltd,Brimstone Marine,Panama,Jiangyin,China,2018-04-01 00:00:00,,
Mikhail Lukonin,7945534,General Cargo,4694,2655,1981,Sierra Leone,Russia,MW-Line Co Ltd,Japan,MV-Line Co Ltd-RUS,MV-Line Co Ltd-RUS,Russia,Chittagong,Bangladesh,2018-05-01 00:00:00,,
Orchid,9449326,General Cargo,8623,3794,2008,Hong Kong,,Baba Kaiun KK,Japan,Baba Kaiun KK,Baba Maritime SA,Panama,Alang,India,2018-05-01 00:00:00,,
Kimitsu Maru,9016648,Limestone Carrier,10741,4929,1991,Palau,Japan,Nippon Steel & Sumitomo Metal,Japan,NS United Naiko Kaiun Kaisha,eel/Shinwa Niaiko,Japan,Chittagong,Bangladesh,2018-08-01 00:00:00,,
Mashu,9219525,Roro Cargo,8349,6851,1999,Belize,Japan,Shunzan Kaiun KK,Japan,Kinkai Yusen Kaisha Ltd,Japan Railway/Shunzan Kaiun,Japan,Chittagong,Bangladesh,2018-08-01 00:00:00,,
Jin,9055486,Vehicles Carrier,47737,11125,1993,Palau,Panama,Kitaura Kaiun KK,Japan,Kitaura Kaiun KK,Sea Green Shipping SA,Panama,Alang,India,2018-09-01 00:00:00,,
Gemini Leader,9056296,Vehicles Carrier,51819,14886,1994,Panama,,Mitsubishi Logistics Corp,Japan,NYK Line,Yashi Maritima SA,Panama,Alang,India,2018-11-01 00:00:00,,
Giant,9218179,Bulk Carrier,85868,20489,2000,St Kitts & Nevis,Panama,Nissen Kaiun Company Limited & Keishin Kaiun Company Limited,Japan,SwissMarine Services SA,Green Spanker Shipping SA,Panama,Chittagong,Bangladesh,2018-11-01 00:00:00,,
Yu Song 7,8400854,Unknown,4107,,1984,"Korea, North",,Yusong Shipping Company,Korea (North),Korea Haegumgang Shpg Co,Korea Haegumgang Shpg Co,"Korea, North",Unknown,Unknown,2018-04-01 00:00:00,,
Hl Kembla,9019729,Bulk Carrier,68243,16301,1993,Korea (South),,H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Gadani,Pakistan,2018-01-01 00:00:00,,
I Spirit,9021461,Bulk Carrier,68093,16076,1993,Comoros,Korea (South),H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Gadani,Pakistan,2018-01-01 00:00:00,,
Master 1,9108685,Bulk Carrier,75275,17677,1995,Korea (South),,Pan Ocean Co Ltd,Korea (South),Pan Ocean Co Ltd,Pan Ocean Co Ltd,Korea (South),Gadani,Pakistan,2018-01-01 00:00:00,,
Os Arcadia,9085376,Tanker,156779,42173,1996,Panama,,Korea Ship Finance Co Ltd,Korea (South),Oriental Shipping & Investment,KSF 2 International SA,Panama,Chittagong,Bangladesh,2018-01-01 00:00:00,,
Plata Pioneer,9158264,Tanker,159423,38964,1999,Marshall Islands,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Plata Pioneer SA,Marshall Islands,Chittagong,Bangladesh,2018-02-01 00:00:00,,
Plata Sunrise,9172844,Tanker,159756,42048,1999,Marshall Islands,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Plata Sunrise SA,Marshall Islands,Alang,India,2018-02-01 00:00:00,,
Chokang Sunrise,9110121,Bulk Carrier,86080,21176,1995,Panama,,Sinokor Maritime Co Ltd,Korea (South),Han Sung Line Co Ltd,Chokang Sunrise 1 SA,Panama,Gadani,Pakistan,2018-03-01 00:00:00,,
East Energy,7360136,Liquefied Gas Tanker,81462,30993,1977,Panama,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Sinokor Maritime Co Ltd,"Korea, South",Chittagong,Bangladesh,2018-03-01 00:00:00,,
Innova,9039195,Bulk Carrier,75277,17109,1993,Comoros,Korea (South),H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2018-03-01 00:00:00,,
Pacific Pioneer,9167033,Tanker,57148,16437,1998,Marshall Islands,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Pacific Pioneer SA,Marshall Islands,Chittagong,Bangladesh,2018-03-01 00:00:00,,
Pacific Sunrise,9167021,Tanker,57148,16761,1998,Marshall Islands,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Pacific Sunrise SA,Marshall Islands,Chittagong,Bangladesh,2018-03-01 00:00:00,,
Sinokor Incheon,8706650,Container Ship,3625,2560,1987,Korea (South),,Sinokor Maritime Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Maritime Co Ltd,Korea (South),Chittagong,Bangladesh,2018-03-01 00:00:00,,
Ja Mo San,8123145,Unknown,1176,,1981,"Korea, North",,Korea Junma Shipping Company,Korea (South),Korea JS Shipping Co,Korea JS Shipping Co,"Korea, North",Unknown,Unknown,2018-04-01 00:00:00,,
Pacific Panama,9167215,Tanker,61764,19487,1999,Korea (South),Marshall Islands,Sinokor Maritime Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Pacific Panama SA,"Korea, South",Chittagong,Bangladesh,2018-04-01 00:00:00,,
Pacific Trader,9144079,Tanker,57148,16600,1998,Marshall Islands,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Pacific Trader SA,Marshall Islands,Gadani,Pakistan,2018-04-01 00:00:00,,
S. Initiator,9005015,Liquefied Gas Tanker,3231,2107,1990,Equatorial Guinea,Korea (South),Sinam Shipping Company Limited,Korea (South),Inter Ocean Shipping Co Ltd,Reve Inter Asset Co Ltd,Korea (South),Chittagong,Bangladesh,2018-04-01 00:00:00,,
Young Sky,9044176,General Cargo,2483,1543,1992,Niue,,Taiyoung Shipping Company Limited,Korea (South),Hong Kong Joy World Ltd,Hong Kong Joy World Ltd,"Hong Kong, China",,China,2018-04-01 00:00:00,,
Boryeong,9035412,Bulk Carrier,77372,18488,1993,Korea (South),,Korea Shipping Corp,Korea (South),Korea Shipping Corp,Korea Shipping Corp,Korea (South),Gadani,Pakistan,2018-05-01 00:00:00,,
Glovis Pacific,9043691,Vehicles Carrier,47367,13811,1993,Korea (South),,Hyundai Corp,Korea (South),Hyundai Glovis Co Ltd,Hyundai Glovis Co Ltd,Korea (South),Chittagong,Bangladesh,2018-05-01 00:00:00,,
Pacific Merchant,9150389,Tanker,57148,16446,1998,Niue,Marshall Islands,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Pacific Merchant SA,Marshall Islands,Chittagong,Bangladesh,2018-05-01 00:00:00,,
Sung,8751019,"Platform, Semi-Submersible",13881,16224,1984,Korea (South),,Korea National Oil Corp,Korea (South),Korea National Oil Corp,Korea National Oil Corp,Korea (South),Alang,India,2018-05-01 00:00:00,,
Dai Sy,9158898,Tanker,156692,41820,1998,Palau,Korea (South),Hyundai Corp,Korea (South),Hyundai Merchant Marine Co Ltd,BMF International SA,Panama,Chittagong,Bangladesh,2018-06-01 00:00:00,,
Pos Harvester,9039183,Bulk Carrier,75277,17213,1992,Korea (South),,H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Gadani,Pakistan,2018-06-01 00:00:00,,
Pos Dedicator,9037719,Bulk Carrier,110627,24530,1993,Korea (South),,H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Gadani,Pakistan,2018-07-01 00:00:00,,
Rime,8801046,Liquefied Gas Tanker,3862,2401,1989,Comoros,Korea (South),YM Shipping Company Limited,Korea (South),YM Shipping Co Ltd,YM Shipping Co Ltd,Korea (South),Alang,India,2018-08-01 00:00:00,,
Dong Woo Gas,9005728,Liquefied Gas Tanker,698,,1991,Panama,Korea (South),Union Shipping Company Limited,Korea (South),Union Shipping Co Ltd,Union Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2018-09-01 00:00:00,,
Trust Glory,7121695,Cement Carrier,5396,2870,1972,Panama,,Se Ha Company Limited,Korea (South),Sein Shipping Co Ltd,S Glory Shipping SA,Panama,Alang,India,2018-10-01 00:00:00,,
West Energy,7360124,Liquefied Gas Tanker,81472,30372,1976,"Korea, South",,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Sinokor Maritime Co Ltd,"Korea, South",Chittagong,Bangladesh,2018-10-01 00:00:00,,
Glory 1,9267936,Container Ship,53352,21253,2004,Palau,Panama,Hyundai Corp,Korea (South),Hyundai Merchant Marine Co Ltd,HD Glory Shipping SA,"Korea, South",Chittagong,Bangladesh,2018-11-01 00:00:00,,
Stellar Fair,8908284,Ore Carrier,147817,32565,1990,Panama,,Polaris Shipping Co Ltd-KRS,Korea (South),Polaris Shipping Co Ltd-KRS,VP-17 Shipping Inc,Panama,Chittagong,Bangladesh,2018-12-01 00:00:00,,
Alheia,9162875,Tanker,158503,42501,1998,St Kitts & Nevis,Kuwait,Kuwait Petroleum Corporation,Kuwait,Kuwait Petroleum Corp,Kuwait Oil Tanker Co SAK,Kuwait,Chittagong,Bangladesh,2018-08-01 00:00:00,,
Hegaya,9162887,Tanker,158503,42441,1998,St Kitts & Nevis,Kuwait,Kuwait Petroleum Corporation,Kuwait,Kuwait Petroleum Corp,Kuwait Oil Tanker Co SAK,Kuwait,Chittagong,Bangladesh,2018-09-01 00:00:00,,
Baltic Sea,6412621,Hopper/Dredger,5055,3812,1964,St Kitts & Nevis,,Ekohidrotechnika Ltd,Latvia,Ekohidrotechnika Ltd,Ekohidrotechnika Ltd,United States Of America,Aliaga,Turkey,2018-08-01 00:00:00,,
Lady Noor,8611099,General Cargo,5994,3665,1987,Palau,,Barhoum Maritime Co,Lebanon,Barhoum Maritime Co,Sea Blue Navigation Co,Marshall Islands,Gadani,Pakistan,2018-02-01 00:00:00,,
Eman,7433347,Bulk Carrier,9669,4117,1979,Tanzania,,Cedar Marine Services S.a.l. ,Lebanon,Cedar Marine Services SAL,Emalena Logistics SA,Belize,Gadani,Pakistan,2018-05-01 00:00:00,,
Rami M,7026663,Livestock Carrier,2917,,1979,Lebanon,,Samar Bassam El Muur,Lebanon,Rami Shipping Management Sarl,El Murr SB,Lebanon,Aliaga,Turkey,2018-05-01 00:00:00,,
Laguna,8416504,General Cargo,3754,2488,1985,Sierra Leone,,B & B Shipping Company Limited,Lebanon,Mantion Shipping Ltd,Star Alliance SA,Honduras,Alang,India,2018-06-01 00:00:00,,
Lady Rea,8002810,General Cargo,5943,3030,1983,Sierra Leone,,Mamari Shipping Co SAL,Lebanon,Mamari Shipping Co SAL,Rea Navigation Inc,St Kitts & Nevis,Gadani,Pakistan,2018-08-01 00:00:00,,
Maria S,7422556,General Cargo,1928,1110,1977,Togo,Unknown,Golden Maritime Company,Lebanon,ISM Group Inc,Cartagena Shipping Co SA,Marshall Islands,Aliaga,Turkey,2018-09-01 00:00:00,,
Iluminado,8515908,Tanker,2185,1344,1990,Tanzania,,Jicore Group International Limited,Malaysia,Al Rafedain Marine Services,Jicore Group Inc M Sdn Bhd,Malaysia,Alang,India,2018-01-01 00:00:00,,
Aju,9159270,Container Ship,6543,3814,1997,St Kitts & Nevis,Malaysia,PDZ Holdings Bhd,Malaysia,Green Ocean Ship Management,Astir Maritime No 4 Ltd,Marshall Islands,Alang,India,2018-02-01 00:00:00,,
Kina,9070852,Container Ship,10733,5652,1993,Comoros,Malaysia,MTT & Priority Group,Malaysia,MTT Shipping Sdn Bhd,MTT Shipping Kota Kinabalu Sdn,Malaysia,Chittagong,Bangladesh,2018-04-01 00:00:00,,
Disco,8117768,Research,1324,1329,1982,Mongolia,Malaysia,Offshore Works Sdn Bhd,Malaysia,Offshore Works Sdn Bhd,Rimbun Intan Sdn Bhd,Malaysia,Chittagong,Bangladesh,2018-05-01 00:00:00,,
Teknogas,8914300,Liquefied Gas Tanker,4200,2491,1991,Malaysia,,Unifleet Sendirian Berhad,Malaysia,Silverline Maritime Sdn Bhd,Uni-Fleet Sdn Bhd,Malaysia,Alang,India,2018-05-01 00:00:00,,
Glen,9161259,Tanker,56346,15676,1998,Palau,Singapore,MISC Bhd,Malaysia,AET Inc Ltd,AET Inc Ltd,Bermuda,Gadani,Pakistan,2018-06-01 00:00:00,,
Nk Khaleda,9044243,General Cargo,1831,1204,1992,Togo,,Khaleda Shipping Sendirian Berhad,Malaysia,Neptune Fleet Managers Pte Ltd,Khaleda Shipping Sdn Bhd,Malaysia,Chittagong,Bangladesh,2018-08-01 00:00:00,,
Kelana,9178331,Tanker,57017,17091,1998,Comoros,Malaysia,AET Tanker Holdings Sdn Bhd,Malaysia,AET Tankers Pte Ltd,AET Petroleum Tanker,Malaysia,Chittagong,Bangladesh,2018-09-01 00:00:00,,
S Austin,9176022,Tanker,58156,16749,1998,Palau,Singapore,AET Tanker Holdings Sdn Bhd,Malaysia,AET Inc Ltd,AET Inc Ltd,Bermuda,Alang,India,2018-09-01 00:00:00,,
S Dlb,8757192,Pipelayer Crane Barge,11010,11547,1966,Palau,Malaysia,KGL Limited,Malaysia,GOM Resources Sdn Bhd,GOM Resources Sdn Bhd,Malaysia,Alang,India,2018-09-01 00:00:00,,
Abu,7913476,Fso,50826,17965,1980,Niue,Malaysia,Petronas,Malaysia,FPSO Ventures Sdn Bhd,MISC Bhd,Malaysia,Alang,India,2018-10-01 00:00:00,,
Danum 156,7803164,Container Ship,5077,2957,1979,Malaysia,,Shin Yang Shipping Sdn Bhd,Malaysia,Shin Yang Shipping Sdn Bhd,Shin Yang Shipping Sdn Bhd,Malaysia,Chittagong,Bangladesh,2018-10-01 00:00:00,,
Tina,8405074,General Cargo,1673,918,1984,Malaysia,,Apollo Shipping & Trading Sdn,Malaysia,Apollo Agencies,Kusin Jaya Sdn Bhd,Malaysia,Chittagong,Bangladesh,2018-10-01 00:00:00,,
Zanzibar,9124392,Container Ship,16264,7428,1996,Liberia,,Blue Ocean Ring Sendirian Berhad,Malaysia,Tehama Shipping Services,Sea Glory Circle SA,Liberia,Gadani,Pakistan,2018-10-01 00:00:00,,
Kelana 4,9178343,Tanker,57017,17060,1999,Comoros,Malaysia,AET Tanker Holdings Sdn Bhd,Malaysia,AET Inc Ltd,AET Petroleum Tanker,Malaysia,Chittagong,Bangladesh,2018-11-01 00:00:00,,
Lima,7428445,Liquefied Gas Tanker,80510,29492,1981,Comoros,Malaysia,Petronas,Malaysia,MISC Bhd,MISC Bhd,Malaysia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
S Bunga,9169718,Tanker,57017,17064,1999,Palau,Malaysia,AET Tanker Holdings Sdn Bhd,Malaysia,AET Inc Ltd,AET Petroleum Tanker,Malaysia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
Solia,6823131,Tanker,991,591,1968,Malta,,Gaulos Shipping Company Limited,Malta,Gaulos Shipping Co Ltd,Ruble Shipping Co Ltd,Malta,Aliaga,Turkey,2018-06-01 00:00:00,,
Tiuboda,7517650,General Cargo,1823,,1977,Togo,Sierra Leone,Cassar Ship Repair Ltd,Malta,Cassar Ship Repair Ltd,Cassar Ship Repair Ltd,Malta,Aliaga,Turkey,2018-11-01 00:00:00,,
Kassiani,9142980,Bulk Carrier,24987,7655,1997,St Kitts & Nevis,Panama,Theoxenia Shipholding Company,Marshall Islands,Theoxenia Shipping Co,Theoxenia Shipping Co,Greece,Chittagong,Bangladesh,2018-02-01 00:00:00,,
A3M,8311053,General Cargo,4080,2165,1985,Moldova,Togo,Elshenawy Shipping Company,Marshall Islands,GMZ Ship Management Co SA,Elshenawy Shipping Co,Marshall Islands,Gadani,Pakistan,2018-07-01 00:00:00,,
Pero,9197131,Tanker,57979,16717,1998,Palau,Hong Kong,Seaservice Shipping Limited,Marshall Islands,Seaservice Shipping Ltd-HKG,Seaservice Shipping Ltd-HKG,"Hong Kong, China",Chittagong,Bangladesh,2018-12-01 00:00:00,,
S Trader,9035060,Tanker,88886,24846,1993,Palau,Marshall Islands,International Andromeda,Monaco,International Andromeda,Blue Stars Shipping Ltd,British Virgin Islands,Chittagong,Bangladesh,2018-02-01 00:00:00,,
Asea,9161314,Tanker,58129,16831,1999,Palau,Singapore,Zodiac Group,Monaco,Unknown,Harike Shipping Inc,Liberia,Chittagong,Bangladesh,2018-03-01 00:00:00,,
Guofeng First,9115690,Bulk Carrier,108083,25451,1996,Singapore,,Zodiac Group,Monaco,Zodiac Maritime Ltd,Crystal Carriers Shipping Pte,Singapore,Gadani,Pakistan,2018-03-01 00:00:00,,
Carina,8316053,General Cargo,1299,688,1984,Togo,Unknown,Transat Maritime SAM,Monaco,Transat Maritime SAM,Rhomed Shipping,Bahamas,Aliaga,Turkey,2018-04-01 00:00:00,,
Maritime Jewel,9184392,Tanker,157833,41733,2000,Liberia,,Zodiac Group,Monaco,Eastern Pacific Shipping Pte,Moray Marine SA,Liberia,Chittagong,Bangladesh,2018-04-01 00:00:00,,
Meknes,7928172,Roro Cargo,5535,2380,1982,Morocco,,CONADE,Morocco,IMTC,IMTC,Morocco,Aliaga,Turkey,2018-01-01 00:00:00,,
Toubkal,8901640,Container Ship,8908,4503,1990,Morocco,,CONADE,Morocco,IMTC,IMTC,Morocco,Aliaga,Turkey,2018-01-01 00:00:00,,
Fes,7600005,Roro Cargo,3425,1452,1978,Tanzania,,CONADE,Morocco,IMTC,IMTC,Morocco,Aliaga,Turkey,2018-05-01 00:00:00,,
Intilaq,7709605,Hopper/Dredger/Oil Reclamation,3570,,1978,Tanzania,Panama,Rimal Le Sable Vert S.A.,Morocco,DRAPOR,Rimal Le Sabre Vert SA,Morocco,Aliaga,Turkey,2018-11-01 00:00:00,,
Thames,9011040,General Cargo,8889,3626,1991,Palau,Myanmar,Myanma Five Star Line,Myanmar,Myanma Five Star Line,Myanma Five Star Line,Myanmar,Chittagong,Bangladesh,2018-03-01 00:00:00,,
Keetmans,7727372,Fishing,576,,1979,Unknown,,Skeleton Coast Trawling Pty,Namibia,Skeleton Coast Trawling Pty,Skeleton Coast Trawling Pty,Namibia,Cape Town,South Africa,2018-05-01 00:00:00,,
Volvox Anglia,8003838,Unknown,1107,,1980,Australia,,Van Oord NV,Netherlands,van Oord NV,Van Oord Overig Materieel I BV,Netherlands,Unknown,Australia,2018-02-01 00:00:00,,
Castor,8639560,Dredger,2657,,1983,Netherlands,,Van Oord NV,Netherlands,van Oord NV,Cutterzuigers I BV,Netherlands,Aliaga,Turkey,2018-05-01 00:00:00,,
Bka Goomai,7006900,Unknown,891,,1970,Australia,,Boskalis Westminster NV,Netherlands,Boskalis Australia Pty Ltd,Boskalis Australia Pty Ltd,Australia,Unknown,Australia,2018-06-01 00:00:00,,
Mariner,5179208,Research,1655,1643,1962,Panama,,Fugro NV,Netherlands,Fugro Singapore Pte Ltd,Mariner Ocean Shipping Inc,Curacao,Zhoushan,China,2018-07-01 00:00:00,,
Atlantic Rotterdam,8750340,"Platform, Jack-Up (Self-Elev.)",6974,,1975,Vanuatu,,Koole BV,Netherlands,Koole BV,Koole Materieel BV,Netherlands,Aliaga,Turkey,2018-10-01 00:00:00,,
Swan,8001000,"Heavy-Load Carrier, Semi-Sub",22788,10925,1981,Curacao,,Boskalis Westminster NV,Netherlands,Dockwise Shipping BV,Swan BV,Netherlands,Unknown,China,2018-10-01 00:00:00,,
Tag,7714959,Fso,51556,18187,1979,Palau,Bahamas,SBM Offshore N.V.,Netherlands,SBM Production Contractors Inc,South East Shipping Co Ltd,Bermuda,Alang,India,2018-10-01 00:00:00,,
Schulpengat,8802313,Roro Cargo/Ferry,8311,,1990,Netherlands,,Texels Eigen Stoomboot,Netherlands,Texels Eigen Stoomboot,Texels Eigen Stoomboot,Netherlands,Ghent,Belgium,2018-11-01 00:00:00,,
Glomar Allure,7117008,Stand-By Safety Vessel,612,,1971,Panama,,GloMar Holding BV,Netherlands,GloMar Shipmanagement BV,GloMar Offshore III BV,Netherlands,Unknown,Denmark,2018-12-01 00:00:00,,
Joint Frost,7802419,Refrigerated Cargo,2595,,1979,Curacao,,Seatrade Groningen BV,Netherlands,Seatrade Reefer Chartering NV,Joint Frost Shipping Co NV,Curacao,Unknown,Cuba,2018-12-01 00:00:00,,
Rijndelta,5301849,Hopper/Dredger,4458,3400,1960,Netherlands,,Van der Kamp BV,Netherlands,van der Kamp BV,van der Kamp Beheer BV,Netherlands,Gravendeel,Netherlands,2018-12-01 00:00:00,,
Endeavour,8615801,Tanker,6990,3725,1988,Niue,New Zealand,New Zealand Govt Navy,New Zealand,New Zealand Govt Navy,New Zealand Govt Navy,New Zealand,Alang,India,2018-04-01 00:00:00,,
Breeze,8806888,Tanker,25368,7988,1989,Comoros,Moldova,Olimpex Nigeria Ltd,Nigeria,Olimpex Nigeria Ltd,Silvercrest Navigation Inc-MAI,Marshall Islands,Alang,India,2018-01-01 00:00:00,,
Norte,8706090,Tanker,22733,9407,1991,Comoros,Moldova,Olimpex Nigeria Ltd,Nigeria,Olimpex Nigeria Ltd,Wave Shipholding Ltd-MAI,Marshall Islands,Alang,India,2018-02-01 00:00:00,,
Anis,8417613,Tanker,11844,5214,1986,Tanzania,Nigeria,Great Eagle Maritime International Limited,Nigeria,Great Eagle Maritime Int'l Ltd,Sybol Ventures Ltd,Nigeria,Aliaga,Turkey,2018-04-01 00:00:00,,
Olo,9053191,Tanker,11423,5998,1993,Palau,Nigeria,Destiny Marine and Shipping Company Limited,Nigeria,Destiny Marine & Shipping Co,Destiny Marine & Shipping Co,Nigeria,Alang,India,2018-05-01 00:00:00,,
Vivian,8812772,Tanker,28256,9767,1991,Liberia,,Ranoil Limited,Nigeria,Transocean Shipping Ventures,Maxit Marine Services Ltd,Liberia,Gadani,Pakistan,2018-06-01 00:00:00,,
S United,8705735,Tanker,22652,8418,1990,Palau,Moldova,Olimpex Nigeria Ltd,Nigeria,Olimpex Nigeria Ltd,Corni Maritime Inc,Marshall Islands,Alang,India,2018-09-01 00:00:00,,
Adessa Ocean King,8509193,Diving Support Mother Ship,3672,3160,1989,Nigeria,,Adessa Drilling & Marine Support (Nigeria) Limited,Nigeria,Adessa Drilling & Marine Serv,Adessa Drilling & Marine Serv,Nigeria,Lagos,Nigeria,2018-10-01 00:00:00,,
King David,9033907,Tanker,11352,5646,1993,Liberia,,Rainoil Ltd,Nigeria,Rainoil Ltd,Gobel Marine Services Ltd,Liberia,Lagos,Nigeria,2018-10-01 00:00:00,,
Odyssey,6917504,Tanker,730,,1969,Equatorial Guinea,,Great Eagle Maritime International Limited,Nigeria,Great Eagle Maritime Int'l Ltd,Great Eagle Maritime Int'l Ltd,Nigeria,Lagos,Nigeria,2018-10-01 00:00:00,,
Order,9048093,Tanker,28277,9002,1994,Djibouti,Palau,Canaan Bulk Terminal Limited,Nigeria,  Unknown,  Unknown,  Unknown,Alang,India,2018-10-01 00:00:00,,
Princess,9039884,Tanker,15687,7915,1993,Palau,Liberia,Rainoil Ltd,Nigeria,Rainoil Ltd,Gobel Marine Services Ltd,Liberia,Chittagong,Bangladesh,2018-10-01 00:00:00,,
Emma,9005780,Tanker,11737,5578,1992,St Kitts & Nevis,Liberia,Rainoil Ltd,Nigeria,Rainoil Ltd,Gobel Marine Services Ltd,Liberia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
Atlantic Challenger,8607311,Diving Support Mother Ship,7320,5889,1990,Mexico,,DeepOcean AS,Norway,DeepOcean AS,Domx Maritima S de RL de CV,Mexico,Aliaga,Turkey,2018-01-01 00:00:00,,
Northwest Searcher,8211904,Research,4348,,1983,Panama,,Northwest Management AS,Norway,Northwest Management AS,Northwest Searcher AS,Norway,Esbjerg,Denmark,2018-01-01 00:00:00,,
Prospector Ii,8013601,Ore Carrier,34353,12378,1982,Liberia,,Grieg Group,Norway,Grieg Green AS,Grieg Green AS,Norway,Aliaga,Turkey,2018-01-01 00:00:00,,
Al Rain,9152272,Container Ship,48154,18978,1998,Liberia,,Grieg Group,Norway,Grieg Green AS,Grieg Green AS,Norway,Jiangyin,China,2018-02-01 00:00:00,,
B Gas Laura,9034509,Liquefied Gas Tanker,2223,1350,1992,Malta,,B-Gas Ltd,Norway,B-Gas A/S,B-Gas Ltd,Cyprus,Esbjerg,Denmark,2018-03-01 00:00:00,,
Fowairet,9152260,Container Ship,48154,18978,1998,Liberia,,Grieg Group,Norway,Grieg Green AS,Grieg Green AS,Norway,Jiangyin,China,2018-03-01 00:00:00,,
Henriette,7110995,General Cargo,2900,,1971,Dominica,,Minor Shipping & Trading AS,Norway,Minor Shipping & Trading AS,Minor Rederi P/F,Faeroe Islands,Frederikshaven,Denmark,2018-03-01 00:00:00,,
Kingfisher,8028541,Unknown,2751,,1982,Norway,,Okland Fiskebatrederi,Norway,Ocean Venture AS,Havsula Invest AS,Norway,Esbjerg,Denmark,2018-03-01 00:00:00,,
Nso Crusader,8224470,Supply Ship (O.R.S.V.),1851,,1984,Norway,,T Kolstad Eiendom AS,Norway,COG Offshore AS,NOR Supply Offshore AS,Norway,Aliaga,Turkey,2018-03-01 00:00:00,,
Bw Havis,9009023,Liquefied Gas Tanker,34951,15955,1993,Norway (Nis),,BW Gas AS,Norway,BW Gas AS,Havgas Partners,Norway,Alang,India,2018-04-01 00:00:00,,
Ice Fjord,7805112,Unknown,1240,,1979,Norway,,Ocean Venture AS,Norway,Ocean Venture AS,Ocean Venture AS,Norway,Esbjerg,Denmark,2018-04-01 00:00:00,,
Stolt Mountain,9005390,Tanker,22620,10793,1994,Cayman Islands,,Stolt-Nielsen Limited ,Norway,Stolt Tankers BV,Stolt Mountain BV,Cayman Islands,Alang,India,2018-04-01 00:00:00,,
Songa Trym,8752271,"Platform, Semi-Submersible",12143,,1976,Tanzania,,Songa Offshore SE,Norway,Songa Offshore Management Ltd,Songa Offshore SE,Norway,Aliaga,Turkey,2018-07-01 00:00:00,,
