VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Britannia,9154232,Tanker,56115,16596,1998,Palau,Bahamas,Lundqvist Rederierna AB,Finland,Lundqvist Rederierna AB,Shinobu Shipping Co Ltd,Bahamas,Alang,India,2018-02-01 00:00:00,,
Vn Partisan,7703106,Supply Ship (O.R.S.V.),2342,,1978,United Kingdom,,Seaowl France,France,SeaOwl France,Partisan Ltd,Gibraltar,Brest,France,2018-02-01 00:00:00,,
Tiffany S,7209253,Refrigerated Cgo/Fish Carrier,1729,,1972,Unknown,,Fransov S.A.S.,France,Sea First International,Daz Maritime,Panama,Klaipeda,Lithuania,2018-03-01 00:00:00,,
Pineza,9077276,Container Ship,64502,24072,1996,Comoros,Malta,CMA CGM S.A,France,APL LLC,APL LLC,United States Of America,Alang,India,2018-11-01 00:00:00,,
Kura Ora Ii,7813391,General Cargo,1113,,1979,France,,SARL Compagnie Maritime des Tuamotu,France,CTMIT,CTMIT,French Polynesia,Unknown,Unknown,2018-12-01 00:00:00,,
Bonavia,9064334,Container Ship,23691,10383,1995,Liberia,,Dauelsberg H,Germany,Gold Star Line Ltd,Bonavia Schiffahrts,Germany,Chittagong,Bangladesh,2017-12-01 00:00:00,,
Bbc Lena,9147693,General Cargo,8388,5836,1998,Antigua & Barbuda,,Oltmann Gruppe GmbH & Co KG,Germany,Jungerhans Maritime Services,Lena J Schifffahrts UG,Germany,Alang,India,2018-03-01 00:00:00,,
Valentine,9205079,Tanker,159187,43308,2000,Palau,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,Titan Glory GmbH,Germany,Alang,India,2018-03-01 00:00:00,,
Sun-Ii,9179622,Tanker,40705,15338,2000,Comoros,,Hansa Hamburg Shipping,Germany,Jacob Panamax Tanker Pool,Los Roques mbH & Co KG,Germany,Chittagong,Bangladesh,2018-04-01 00:00:00,,
Warrior,9169689,Tanker,79669,21772,1998,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Blue Fin Tankers Inc,Front Warrior GmbH & Co,Germany,Chittagong,Bangladesh,2018-04-01 00:00:00,,
Ada,9108154,Tanker,159422,42971,1997,Palau,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,C Bright GmbH & Co,Germany,Gadani,Pakistan,2018-05-01 00:00:00,,
Tor,9203289,Tanker,157831,42107,2001,Palau,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,Mercury Glory KG,Germany,Gadani,Pakistan,2018-06-01 00:00:00,,
Esm Cremona,8912742,Container Ship,9600,5248,1992,Antigua & Barbuda,,Esmeralda Schiffahrts,Germany,Esmeralda Schiffahrts,Cremona Schifffahrts,Germany,Chittagong,Bangladesh,2018-08-01 00:00:00,,
Grey,9151905,General Cargo,23401,10363,1998,Palau,Marshall Islands,Vineta GmbH,Germany,MACS Maritime Carrier Shipping,Grey Fox Shipping GmbH & Co KG,Germany,Gadani,Pakistan,2018-08-01 00:00:00,,
Bahama,9186651,Tanker,57947,16616,1998,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Sakura Tankers Inc,Teekay Spirit GmbH & Co,Germany,Chittagong,Bangladesh,2018-09-01 00:00:00,,
Pro,9268904,Tanker,39272,12553,2003,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Star Tankers Inc,Sunlight Venture GmbH & Co KG,Germany,Chittagong,Bangladesh,2018-09-01 00:00:00,,
Tina,9172868,Tanker,159463,45476,2000,Palau,Liberia,Dr Peters GmbH & Co KG,Germany,Magellan Chartering Services,Front Tina GmbH & Co,Germany,Chittagong,Bangladesh,2018-09-01 00:00:00,,
Volt,9148635,Tanker,156417,41557,1999,Palau,Marshall Islands,Schulte Group,Germany,DS Tankers GmbH & Co KG,Ashna GmbH & Co,Germany,Gadani,Pakistan,2018-10-01 00:00:00,,
Magn,9122447,Container Ship,23828,10278,1996,Comoros,Singapore,Bunnemann Group,Germany,Asiatic Lloyd Shipping Pte Ltd,Magnavia Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,2018-11-01 00:00:00,,
Othen,9235103,Container Ship,65131,23349,2002,Palau,Portugal,Conti Holding GmbH & Company KG,Germany,ANL Container Line Pty Ltd,Conti 10 Conti Goteborg,Germany,Alang,India,2018-12-01 00:00:00,,
Ocean Breeze,9011002,Tanker,3734,2239,1992,Panama,,Ionian Transport Inc,Greece,Ionian Shipping & Trading,Ocean Liberty Ltd,Marshall Islands,Aliaga,Turkey,2017-12-01 00:00:00,,
S Naxos,9127411,Shuttle Tanker,58269,17248,1997,Palau,Panama,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Soprano SA,Liberia,Alang,India,2017-12-01 00:00:00,,
Ebra,9044401,Tanker,23188,8694,1993,St Kitts & Nevis,Panama,IMS SA,Greece,Unknown,Unknown,Unknown,Alang,India,2018-01-01 00:00:00,,
Enterprise,9133862,Bulk Carrier,85034,20437,1997,Marshall Islands,,Nicholas G Moundreas Shipping,Greece,NGM Energy SA,Consorte Navigation Corp,Marshall Islands,Gadani,Pakistan,2018-01-01 00:00:00,,
Med Fos,7617797,Tug/Supply Ship (O.R.S.V.),640,,1977,Greece,,Five Oceans Salvage,Greece,Five Oceans Salvage,FOS Maritime Co,Greece,Aliaga,Turkey,2018-01-01 00:00:00,,
Red Sea Fos,8102529,Tug/Supply Ship (O.R.S.V.),1316,,1982,Panama,,Five Oceans Salvage,Greece,Five Oceans Salvage,Red Sea FOS Shipping Ltd,Liberia,Aliaga,Turkey,2018-01-01 00:00:00,,
Vision,9107710,Tanker,80637,22444,1996,Palau,Liberia,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Diamond Port Shipping Corp,Liberia,Alang,India,2018-01-01 00:00:00,,
Capetan Michalis,7024548,Tanker,918,728,1970,Togo,,Michael Spanos,Greece,Windforce Maritime Co,Windforce Maritime Co,Marshall Islands,Aliaga,Turkey,2018-02-01 00:00:00,,
Limar,9121003,Tanker,28357,9710,1996,Marshall Islands,,Chartworld Shipping Corp,Greece,Leporis Shipping Corp,Leporis Shipping Corp,Marshall Islands,Alang,India,2018-02-01 00:00:00,,
Zenith Star,8405438,Tanker,4509,2576,1984,Panama,,Fairdeal Group Management S.A.,Greece,Aurum Ship Management FZC,Zenith Fuel & Energy Ltd,Liberia,Alang,India,2018-02-01 00:00:00,,
Jersey,9387097,Container Ship,54828,22002,2006,St Kitts & Nevis,Marshall Islands,Diana Shipping Incorporated,Greece,Green Ocean Ship Management,Astir Maritime No 1 Ltd,Marshall Islands,Chittagong,Bangladesh,2018-03-01 00:00:00,,
S Tajimare,9133848,Tanker,148330,38111,1996,Palau,Malta,Dynacom Tankers Management Ltd,Greece,Dynacom Tankers Management Ltd,Indochina Ltd,Malta,Chittagong,Bangladesh,2018-03-01 00:00:00,,
S Umnenga,9031961,Tanker,39265,13085,1993,Palau,Liberia,Aegean Marine Petroleum,Greece,Aegean Bunkering Services Inc,Aegean Tanking SA,Liberia,Chittagong,Bangladesh,2018-03-01 00:00:00,,
