VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
9205794,IDA,Products Tanker,23370,9828,1999,Palau,China,Changjiang National Shipping,China,Nanjing Tanker Corp,Nanjing Tanker Corp,China,Chittagong,Bangladesh,2023-04-01 00:00:00,,
9131216,HONG YANG,General Cargo Ship,28148,11884,1998,St Kitts & Nevis,China,Ningbo Hongsheng Shipping Co,China,Ningbo Hongsheng Shipping Co,Ningbo Hongsheng Shipping Co,China,Chittagong,Bangladesh,2023-04-01 00:00:00,,
8710132,GLEN,Refrigerated Cargo Ship,4939,3185,1988,St Kitts & Nevis,Panama,China National Fisheries Corp,China,East Maritime Services Co Ltd,Shunhang International Shpg Co,Hong Kong,Chittagong,Bangladesh,2023-04-01 00:00:00,,
8821149,OCEAN SMART 1,Bulk Carrier,36269,10019,1989,Panama,,Ningbo Longsheng Shpg Co Ltd,China,Seacon Ships Management Ningbo,Ocean Smart HK Ltd,"Hong Kong, China",Chittagong,Bangladesh,2023-05-01 00:00:00,,
9050292,HAI CHANG,Bulk Carrier,26381,7585,1995,Panama,,Cheng X,China,Haichang Shipping Ltd,Haichang Shipping Ltd,"Hong Kong, China",Chittagong,Bangladesh,2023-05-01 00:00:00,,
1014084,XIN ZHOU SHAN,Container Ship (Fully Cellular),6930,3455,2004,Sierra Leone,China,Peace Ocean Shipping SA,China,Zhoushan Hefeng Shipping Co,Zhoushan Hefeng Shipping Co,China,Chittagong,Bangladesh,2023-05-01 00:00:00,,
9177519,SHANG HANG 68,General Cargo Ship,15525,7379,1998,Sierra Leone,China,Ruitong Shipping Pingtan Co,China,Ruitong Shipping Pingtan Co,Ruitong Shipping Pingtan Co,China,Chittagong,Bangladesh,2023-05-01 00:00:00,,
9168491,GREAT WENXIAN,Bulk Carrier,26058,7468,1998,Panama,,Fujian Hengfeng Shipping Co,China,Fujian Hengfeng Shipping Co,Ocean Natural Ltd,Hong Kong,Chittagong,Bangladesh,2023-05-01 00:00:00,,
7601449,XIANG JIANG 6,Bulk Carrier,18328,7290,1977,Sierra Leone,China,Fujian Changhe Shipping Co Ltd,China,Fujian Changhe Shipping Co Ltd,Fujian Changhe Shipping Co Ltd,China,Chittagong,Bangladesh,2023-05-01 00:00:00,,
9060223,OCEAN GREAT,Bulk Carrier,17429,6311,1993,Panama,,Hengfa Shipping Inc,China,Hengfa Shipping Inc,Ocean Rich International Shpg,Hong Kong ,Chittagong,Bangladesh,2023-05-01 00:00:00,,
9011193,FORTUNE,Wood Chips Carrier,39219,9576,1991,Comoros,Panama,Zhang J,China,HW Ship Management Co Ltd,Uniwell Nav Development Ltd,China,Chittagong,Bangladesh,2023-06-01 00:00:00,,
1017282,JIN YUAN XING 9,Bulk Carrier,23000,7576,1996,Gabon,China,Qinhuangdao Minjie Shipping Co,China,Qinhuangdao Minjie Shipping Co,Qinhuangdao Minjie Shipping Co,China,Chittagong,Bangladesh,2023-06-01 00:00:00,,
7616327,TIAN HE SHUN,Bulk Carrier,22112,7349,1977,Mongolia,China,Tangshan Port Hede Shipping,China,Tangshan Port Hede Shipping,Tangshan Port Hede Shipping,China,Chittagong,Bangladesh,2023-06-01 00:00:00,,
9104550,ETERNAL LUCK,Bulk Carrier,26071,7527,1995,Sierra Leone,,Shandong Tongda International,China,Shandong Tongda International,Eternal Luck Intl HK Ltd,Hong Kong,Chittagong,Bangladesh,2023-06-01 00:00:00,,
8888642,CHANG YING,General Cargo Ship,7446,3993,1995,Gabon,China,Shanghai Changjiang Shipping,China,Jia Hao Shipping Ltd,Jia Hao Shipping Ltd,Hong Kong ,Chittagong,Bangladesh,2023-06-01 00:00:00,,
9131242,HONG HAO,General Cargo Ship,28148,11821,1998,St Kitts & Nevis,China,Hongyuan Marine Co Ltd,China,Unknown,Unknown,Unknown,Chittagong,Bangladesh,2023-06-01 00:00:00,,
8627309,CHIAN JIN,Refrigerated Cargo Ship,2429,1416,1984,Cameroon,,Fuzhou Hailing Shipping Co Ltd,China,Fuzhou Hailing Shipping Co Ltd,Chang Fu Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2023-06-01 00:00:00,,
9132521,SCO QINGDAO,Container Ship (Fully Cellular),7111,3759,1997,Hong Kong,,Shanghai International Port,China,X-Press Feeders,Goship Group Co Ltd,"Hong Kong, China",Chittagong,Bangladesh,2023-06-01 00:00:00,,
9015101,HAO 3,Bulk Carrier,13696,4767,1991,St Kitts & Nevis,China,Anhui Haohang Shipping Co Ltd,China,Anhui Haohang Shipping Co Ltd,Anhui Haohang Shipping Co Ltd,China,Chittagong,Bangladesh,2023-07-01 00:00:00,,
1017294,HUA DONG 27,General Cargo Ship,7794,3520,2007,Palau,China,Rizhao Jinmao Shipping Co Ltd,China,Rizhao Jinmao Shipping Co Ltd,Rizhao Jinmao Shipping Co Ltd,China,Chittagong,Bangladesh,2023-07-01 00:00:00,,
9197222,RUI,Bulk Carrier,26029,7608,1999,St Kitts & Nevis,China,Ningbo Zrich Shipping Co Ltd,China,Ningbo Zrich Shipping Co Ltd,Ningbo Zrich Shipping Co Ltd,China,Chittagong,Bangladesh,2023-07-01 00:00:00,,
8360896,PU HUI 2,General Cargo Ship,8545,3234,2006,Tanzania   ,China,Unknown,China,Unknown,Unknown,Unknown,Chittagong,Bangladesh,2023-07-01 00:00:00,,
7333808,SHUN DA YUN,General Cargo Ship,9623,4588,1973,Sierra Leone,China,Anhui Ocean Shipping Co Ltd,China,Anhui Ocean Shipping Co Ltd,Anhui Ocean Shipping Co Ltd,China,Chittagong,Bangladesh,2023-07-01 00:00:00,,
8360901,JIA LIANG 18,General Cargo Ship,8343,3621,2007,Tanzania   ,China,Unknown,China,Unknown,Unknown,Unknown,Chittagong,Bangladesh,2023-07-01 00:00:00,,
9183740,XIN HAI ZHOU 7,General Cargo Ship,15542,6496,1999,Sierra Leone,China,Ningbo Haizhou Logistics Co,China,Ningbo Haizhou Logistics Co,Ningbo Haizhou Logistics Co,China,Chittagong,Bangladesh,2023-07-01 00:00:00,,
9185736,BEAUTY,Bulk Carrier,38364,9502,1999,Comoros,Liberia,HC Beauty Shipping Ltd,China,Hong Kong Haichang Holdings,HC Beauty Shipping Ltd,Marshall Islands,Chittagong,Bangladesh,2023-07-01 00:00:00,,
9111369,WINDA,Bulk Carrier,16418,5951,1995,Panama,,Gao X,China,Megawell International Shipmgt,Ever Success International,Hong Kong,Chittagong,Bangladesh,2023-08-01 00:00:00,,
9128245,JEN Z,Bulk Carrier,38520,10784,1997,St Kitts & Nevis,Panama,Fujian Ocean Shipping Co Ltd,China,Fujian Ocean Shipping Co Ltd,Zheng Jie Shipping Group Ltd,Hong Kong,Chittagong,Bangladesh,2023-08-01 00:00:00,,
9132947,HARMONIA,Wood Chips Carrier,39901,9737,1996,Comoros,Panama,"Qu MY, Zhang Y & Chu Y-K",China,United Nav Development Ltd,United Nav Development Ltd,Hong Kong,Chittagong,Bangladesh,2023-08-01 00:00:00,,
1024821,YUAN TU,General Cargo Ship,8294,3495,2005,Gabon,China,Hangzhou Yuantu Supply Chain,China,Hangzhou Yuantu Supply Chain,Hangzhou Yuantu Supply Chain,China,Chittagong,Bangladesh,2023-08-01 00:00:00,,
8501402,KEMA,General Cargo Ship (with Ro-Ro facility),5608,2956,1987,Tanzania   ,Guyana,Jiang XB,China,Ocean Glory Shipping Co Ltd-BZ,Ocean Glory Shipping Co Ltd-BZ,Belize,Chittagong,Bangladesh,2023-09-01 00:00:00,,
9161675,HALLY,Bulk Carrier,38364,9379,1997,St Kitts & Nevis,Panama,Tianjin Xinlicheng Investment,China,Tianjin Xinhai Intl Ship Mgmt,YH Princess Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2023-09-01 00:00:00,,
9159189,ANG FAN,Bulk Carrier,36137,10934,1997,St Kitts & Nevis,Panama,Lin K,China,Xingchen Industrial Ltd,Zhongxingchen Industrial Ltd,Hong Kong,Chittagong,Bangladesh,2023-09-01 00:00:00,,
9057472,HENG HUI 2,Container Ship (Fully Cellular),42323,11835,1993,Panama,,Bo CY,China,Bo CY,Bo CY,China,Chittagong,Bangladesh,2023-09-01 00:00:00,,
1024675,YI DING 9,Products Tanker,2317,1552,2006,Gabon,China,Ningbo Yi Ding Shipping Co Ltd,China,Ningbo Yi Ding Shipping Co Ltd,Ningbo Yi Ding Shipping Co Ltd,China,Chittagong,Bangladesh,2023-09-01 00:00:00,,
9113329,ANA,Bulk Carrier,26341,7981,1996,Gabon,Panama,Gao C,China,Fujian Shipping Group Co Ltd,Far East Shipping Development,Hong Kong,Chittagong,Bangladesh,2023-09-01 00:00:00,,
7533082,JIN YUAN XING 16,Bulk Carrier,31258,11894,1977,Sierra Leone,China,COSCO Shipping Tianjin Co Ltd,China,COSCO Shipping Qingdao Co Ltd,COSCO Shipping Qingdao Co Ltd,China,Chittagong,Bangladesh,2023-11-01 00:00:00,,
9086978,TAI 1,Bulk Carrier,38205,10399,1995,St Kitts & Nevis,China,COSCO Shipping Tianjin Co Ltd,China,COSCO Shipping Seafarer Mgmt,Chaozhou Yatai Shipping Co Ltd,China,Chittagong,Bangladesh,2023-11-01 00:00:00,,
8354550,JIN HONG DA 16,General Cargo Ship,2785,1313,2004,Sierra Leone,,Zhoushan Jinhong Shipping Co,China,Zhoushan Jinhong Shipping Co,Zhoushan Jinhong Shipping Co,China,Chittagong,Bangladesh,2023-11-01 00:00:00,,
9082738,SEA SMILE,Bulk Carrier,26071,8118,1995,Panama,,Wu Y,China,Yu Heng Shipping Ltd,Yu Heng Shipping Ltd,Hong Kong,Chittagong,Bangladesh,2023-12-01 00:00:00,,
1041738,YING SHENG,General Cargo Ship,7748,3868,2006,Sierra Leone,China,Fujian Quanzhou Changsheng,China,Fujian Quanzhou Changsheng,Fujian Quanzhou Changsheng,China,Chittagong,Bangladesh,2023-12-01 00:00:00,,
9132832,YOSEI MARU,Cement Carrier,1065,818,1995,Sierra Leone,,Shandong Tongda International,China,Shandong Tongda International,Yosei Maru Marine Co Ltd,"Hong Kong, China",Chittagong,Bangladesh,2023-12-01 00:00:00,,
9105463,JIN HAI XI,Bulk Carrier,17057,6739,1995,Sierra Leone,China,Fujian Communication Trans,China,Fujian Shipping Co,Fujian Shipping Co,China,Chittagong,Bangladesh,2023-12-01 00:00:00,,
9156838,CHANG MIN,Bulk Carrier,38364,9483,1997,Comoros,Liberia,Dongguan Haichang Industrial,China,Hong Kong Haichang Holdings,Hong Kong Haichang Holdings,Hong Kong,Gadani,Pakistan,2023-09-01 00:00:00,,
9102473,YONG NING,Bulk Carrier,30928,12274,1996,Gabon,,Bai J,China,Yongning Shipping Co Ltd,Yongning Shipping Co Ltd,Hong Kong,Gadani,Pakistan,2023-09-01 00:00:00,,
9132961,DONG,Bulk Carrier,36561,9808,1996,Comoros,China,Dongguan Haichang Industrial,China,Dongguan Haichang Shpg Co Ltd,Dongguan Haichang Shpg Co Ltd,China,Gadani,Pakistan,2023-12-01 00:00:00,,
9000857,LIAN,Bulk Carrier,35890,9535,1990,Gabon,China  ,Fujian Zhenglian Shpg Co Ltd,China  ,Fujian Zhenglian Shpg Co Ltd,Fujian Zhenglian Shpg Co Ltd,China  ,Alang,India,2023-01-01 00:00:00,,
8011598,SHUN RONG,Products Tanker ,1336,880,1980,St Kitts & Nevis,Unknown,Guo CB,China  ,Guo CB,Guo CB,China  ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
8614479,CHANG FA HAI,Bulk Carrier,28155,10072,1989,Mongolia,China  ,Changjiang National Shipping,China  ,Changjiang Shipping CSGPC,Minsheng Financial Leasing Co,China  ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
9088184,SUN SHUN,Products Tanker,1842,1207,1994,Sierra Leone,,Cheung YK,China  ,Chen Shing Co Ltd,Chen Shing Co Ltd,Hong Kong ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
8912314,XIN,Bulk Carrier,25891,8015,1990,St Kitts & Nevis,China  ,Ningbo Pacific Shipping Co Ltd,China  ,Ningbo Pacific Shipping Co Ltd,Ningbo Pacific Shipping Co Ltd,China  ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
9156436,XIANG SHUN,Products Tanker,1954,1314,1996,Sierra Leone,,Cheung YK,China  ,Chen Shing Co Ltd,Chen Shing Co Ltd,Hong Kong ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
8422711,HAI FENG 698,Fish Carrier,12398,7262,1984,Panama,,China National Agricultural,China  ,Zhongyu Global Seafood Corp,Jetmax Development Ltd,Hong Kong ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
9117789,HONG DE,Bulk Carrier,26064,7534,1996,Panama,,Fuzhou Xinjiahong Shipping,China  ,LY Marine Ltd,LY Marine Ltd,Marshall Islands,Chittagong,Bangladesh,2023-01-01 00:00:00,,
9036351,HANG SHUN,Products Tanker,1473,1217,1991,Sierra Leone,,Cheung YK,China  ,Chen Shing Co Ltd,Chen Shing Co Ltd,Hong Kong ,Chittagong,Bangladesh,2023-01-01 00:00:00,,
8915976,DON,Bulk Carrier,35890,9544,1990,St Kitts & Nevis,China  ,Fujian Communication Trans,China  ,Fujian Gangxiang Shpg Co Ltd,Fujian Orient Shipping Co Ltd,China  ,Chittagong,Bangladesh,2023-02-01 00:00:00,,
8308147,BONTRUP MALDIVES,General Cargo Ship (Open Hatch),27818,10994,1984,Bahamas,,GBSMT Bontrup Ltd,Cyprus,SMT Shipping Cyprus Ltd,Bontrup Maldives Shipping Co,Marshall Islands,Alang,India,2023-11-01 00:00:00,,
9175793,MAERSK ABERDEEN,Container Ship (Fully Cellular),14063,5914,1999,Gabon,Hong Kong ,Moller AP,Denmark,Sealand Maersk Asia Pte Ltd,Maersk Shipping Hong Kong Ltd,Hong Kong ,Alang,India,2022-12-01 00:00:00,,
9175808,MAERSK ATLANTIC,Container Ship (Fully Cellular),14063,5914,1999,Gabon,Hong Kong,Moller AP,Denmark,Sealand Maersk Asia Pte Ltd,Maersk Shipping Hong Kong Ltd,Hong Kong,Alang,India,2023-06-01 00:00:00,,
9168221,MAERSK PATRAS,Container Ship (Fully Cellular),31333,12400,1998,St Kitts & Nevis,Singapore,Moller AP,Denmark,Maersk A/S,Moller Singapore AP Pte Ltd,Singapore,Alang,India,2023-08-01 00:00:00,,
6516506,ISBJORN,Icebreaker,3000,,1966,Unknown,,Denmark Govt,Denmark,Denmark Govt Sovaernets,Denmark Govt Min Defence,Denmark,Esbjerg,Denmark,2023-09-01 00:00:00,,
9034080,MALLE,Fishing Vessel,620,,1992,Denmark,,Bach T,Denmark,Bach T,Bach T,Denmark,Grenaa,Denmark,2023-01-01 00:00:00,,
8416073,HAMETNER SENIOR,Fishing Vessel,570,,1984,Denmark,,Nikolajsen HA,Denmark,Nikolajsen HA,Nikolajsen HA,Denmark,Grenaa,Denmark,2023-03-01 00:00:00,,
7368982,LYKKE HAMETNER,Fishing Vessel,561,,1974,Denmark,,Vendelbo V,Denmark,Vendelbo D,Kirstine Vendelbo,Denmark,Grenaa,Denmark,2023-05-01 00:00:00,,
9077898,VADI,Bulk Carrier,37550,10247,1994,Mongolia,Egypt,National Navigation Co,Egypt,National Navigation Co,National Navigation Co,Egypt,Chittagong,Bangladesh,2023-03-01 00:00:00,,
7601384,MAWANI 1,Crane Vessel,1505,,1984,Egypt,,Egypt Govt,Egypt,Suez Ports & Lights Authority,Suez Ports & Lights Authority,Egypt,Unknown,Egypt,2023-02-01 00:00:00,,
6609171,TIM SUMED,Platform Supply Ship,696,,1966,Egypt,,Egypt Govt,Egypt,Timsah Shipbuilding Co-EGY,Timsah Shipbuilding Co-EGY,Egypt,Unknown,Egypt,2023-06-01 00:00:00,,
9259836,CMA CGM TANGER,Container Ship (Fully Cellular),9966,5245,2003,Morocco,,CMA CGM Holding & Co SAS,France,CMA CGM SA The French Line,COMANAV,Morocco,Aliaga,Turkey,2023-10-01 00:00:00,,
8104199,RAYMOND CROZE,Cable Layer,5887,,1983,France,,Orange Marine,France,Orange Marine,Orange Marine,France,Aliaga,Turkey,2023-12-01 00:00:00,,
9305037,JEAN CLAUDE COULON II,Fishing Vessel,624,,2005,France,,Scapeche SA,France,Scapeche SA,Scapeche SA,France,Brest,France,2023-05-01 00:00:00,,
7638533,RANA,Passenger/Ro-Ro Ship (Vehicles),798,,1977,Norway,,Veolia Transport,France,Boreal Sjo AS,Boreal Sjo AS,Norway,Stokksund,Norway,2023-03-01 00:00:00,,
9015010,NIX 7,LPG Tanker,4484,2705,1993,Comoros,Liberia,Hartmann AG,Germany,GasChem Services GmbH & Co KG,Flaximo Ltd,Cyprus,Alang,India,2023-01-01 00:00:00,,
9165358,MISSISSAUGA EXPRESS,Container Ship (Fully Cellular),39174,15645,1998,Germany,Bermuda,Hapag-Lloyd AG,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Germany,Aliaga,Turkey,2023-07-01 00:00:00,,
9165360,OTTAWA EXPRESS,Container Ship (Fully Cellular),39174,15647,1998,Germany,Bermuda,Hapag-Lloyd AG,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Germany,Aliaga,Turkey,2023-08-01 00:00:00,,
9112296,MILAN EXPRESS,Container Ship (Fully Cellular),33662,14161,1996,Germany,,Hapag-Lloyd AG,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Germany,Aliaga,Turkey,2023-09-01 00:00:00,,
7302225,SEA-WATCH 3,General Cargo Ship,648,,1973,Germany,,Sea-Watch eV,Germany,Sea-Watch eV,Sea-Watch eV,Germany,Ghent,Belgium,2023-05-01 00:00:00,,
4549274,WISCHE,"Accommodation Vessel, Stationary",2489,2393,1985,Germany,,Germany Govt,Germany,Germany Govt Bundesmarine,Germany Govt Bundesmarine,Germany,Turkey,Turkey,2023-02-01 00:00:00,,
9224532,AKINADA BRIDGE,Container Ship (Fully Cellular),68687,24294,2001,Panama,,Eurobulk Ltd,Greece,Zim Integrated Shipping Servs,Bridge Shipping Ltd-MAI,Marshall Islands,Alang,India,2023-01-01 00:00:00,,
7411569,GAS SPIRIT I,LPG Tanker,44076,20807,1980,Panama,,Galaxy Maritime Enterprises SA,Greece,Benelux Overseas Inc,Uranus Maritime SA-LIB,Liberia,Alang,India,2023-02-01 00:00:00,,
9128685,MONET,LPG Tanker,2926,2018,1995,Comoros,Panama,Vafias Group,Greece,Astor Holding Co,Monet Ltd,Marshall Islands,Alang,India,2023-03-01 00:00:00,,
9144146,LEONARD,Container Ship (Fully Cellular),16801,7852,1998,Comoros,Liberia,Element Shipmanagement SA,Greece,Wardy Maritime Co,Wardy Maritime Co,Liberia,Alang,India,2023-04-01 00:00:00,,
8916748,ZEFYROS REEFER,Refrigerated Cargo Ship,8483,4731,1990,Panama,,Lavinia Corp,Greece,Alpha Reefer Transport GmbH,Olympus Marine Ltd,Vanuatu,Alang,India,2023-09-01 00:00:00,,
8801802,FRIO OLYMPIC,Refrigerated Cargo Ship,8487,4698,1988,Panama,,Lavinia Corp,Greece,Alpha Reefer Transport GmbH,Maresol Navigation SA,Liberia,Alang,India,2023-09-01 00:00:00,,
7614666,MEDA,General Cargo Ship,1590,745,1979,Sierra Leone,,Xenikakis G,Greece,Xenikakis G,Xenikakis G,Greece,Aliaga,Turkey,2023-06-01 00:00:00,,
7431090,TAXIARCHIS,Passenger/Ro-Ro Ship (Vehicles),10749,5326,1976,Togo,Greece,NEL Lines,Greece,NEL Lines,C-Link Ferries MC,Greece,Aliaga,Turkey,2023-09-01 00:00:00,,
8883288,PANTOKRATOR,General Cargo Ship,1857,1000,1990,Greece,,Greek Marine Transports Shpg,Greece,Greek Marine Transports Shpg,Greek Marine Transports Shpg,Greece,Aliaga,Turkey,2023-12-01 00:00:00,,
9166649,BALI,Container Ship (Fully Cellular),25458,9991,1998,Comoros,Malta,Danaos Shipping Co Ltd,Greece,Danaos Shipping Co Ltd,Trindade Maritime Co,Marshall Islands,Chittagong,Bangladesh,2023-02-01 00:00:00,,
9165281,SALAMIS,Products Tanker,28400,9238,1998,Bahamas,,Polys Haji-Ioannou Group,Greece,World Tankers Management Pte,Salamis Trading SA,Liberia,Chittagong,Bangladesh,2023-04-01 00:00:00,,
9241657,AGIA TRIAS,Bulk Carrier,93030,22143,2002,Liberia,,Sotirakou S,Greece,Holger Navigation Corp,Sandbridge Shipping Co,Liberia,Chittagong,Bangladesh,2023-04-01 00:00:00,,
9217759,SUNNY 1,Bulk Carrier,87404,21215,2000,Comoros,Marshall Islands,Nicholas G Moundreas Shipping,Greece,NGM Energy SA,Nereus Ventures Corp,Marshall Islands,Chittagong,Bangladesh,2023-04-01 00:00:00,,
